direction,receiver,lr_pathway,target,target_weight
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Mndal,0.0114687288917799
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Nfe2,0.0121180394340875
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Pakap,0.0115811824438856
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Serpine1,0.0241848610183206
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Smad3,0.0135104059988495
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Vcan,0.0129626441966167
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Abcb1a,0.0133235380382337
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Btg2,0.0142841013624026
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Ccnd2,0.0159733750128305
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Cebpd,0.0116950341467229
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Cited2,0.0173325147939215
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Cxadr,0.00658204781258788
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Jade1,0.00595907590286174
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Mical2,0.0127478233474086
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Pck1,0.0150193599767639
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Pmaip1,0.0164379959835118
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Slc38a2,0.0119097096676634
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Sox9,0.0131238111700076
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Cd86,0.0100129501001682
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Fosl1,0.0120817797742653
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,H2.Q6,0.0121468131433363
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Ifi203,0.0091651598688997
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Il12a,0.010467319349453
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Map3k8,0.00927386425049885
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Mndal,0.0091651598688997
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Nampt,0.00896865787005954
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Serpine1,0.0184772986461534
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Smad3,0.00995613693019588
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Vcan,0.0103630600298937
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Abcb1a,0.0116439369512112
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Btg2,0.0108056568280681
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Ccnd2,0.0128260578509379
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Cebpd,0.00976384373851718
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Cited2,0.0122570027770789
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Cxadr,0.00937024425523743
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Il23a,0.0104715281570815
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Pck1,0.00877787180779817
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Pmaip1,0.0130057011916422
Fibroblast -> Neutrophil,Neutrophil,ICAM adhesion,Sox9,0.00968040260240358
Fibroblast -> Neutrophil,Neutrophil,IL1,Anxa1,0.0722902063793458
Fibroblast -> Neutrophil,Neutrophil,IL1,Fosl1,0.126152113843171
Fibroblast -> Neutrophil,Neutrophil,IL1,Gbp2,0.185423435869088
Fibroblast -> Neutrophil,Neutrophil,IL1,Gbp3,0.122682586367712
Fibroblast -> Neutrophil,Neutrophil,IL1,Glrx,0.108196591441999
Fibroblast -> Neutrophil,Neutrophil,IL1,H2.Q6,0.121372615140488
Fibroblast -> Neutrophil,Neutrophil,IL1,H2.T23,0.118061711172868
Fibroblast -> Neutrophil,Neutrophil,IL1,Ifitm6,0.119448401321445
Fibroblast -> Neutrophil,Neutrophil,IL1,Il12a,0.0741653352944386
Fibroblast -> Neutrophil,Neutrophil,IL1,Il1r1,0.117003971014169
Fibroblast -> Neutrophil,Neutrophil,IL1,Inhba,0.150271330979258
Fibroblast -> Neutrophil,Neutrophil,IL1,Lcn2,0.109938799095009
Fibroblast -> Neutrophil,Neutrophil,IL1,Lipg,0.110759537966726
Fibroblast -> Neutrophil,Neutrophil,IL1,Map3k8,0.107739131756902
Fibroblast -> Neutrophil,Neutrophil,IL1,Nampt,0.24325430934841
Fibroblast -> Neutrophil,Neutrophil,IL1,Oasl1,0.115030525898938
Fibroblast -> Neutrophil,Neutrophil,IL1,Osgin2,0.107796471257366
Fibroblast -> Neutrophil,Neutrophil,IL1,Plscr1,0.109782581111613
Fibroblast -> Neutrophil,Neutrophil,IL1,Serpine1,0.222768885732939
Fibroblast -> Neutrophil,Neutrophil,IL1,Tnfaip6,0.175183684039885
Fibroblast -> Neutrophil,Neutrophil,IL1,Cebpd,0.19915205352199
Fibroblast -> Neutrophil,Neutrophil,IL1,Cited2,0.132499774410261
Fibroblast -> Neutrophil,Neutrophil,IL1,Fzd5,0.113099809576457
Fibroblast -> Neutrophil,Neutrophil,IL1,Il23a,0.219007099544348
Fibroblast -> Neutrophil,Neutrophil,IL1,Pmaip1,0.190955003477505
Fibroblast -> Neutrophil,Neutrophil,IL1,Rin2,0.11795347468875
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Anxa1,0.0112695571891905
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Il1r1,0.067303926302867
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Atad2,0.0116104335196552
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Kat2b,0.0117547045428429
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Scnn1a,0.0114089655188333
