cluster,n,gene,mean,pct
22,2,S100A9,2.9585999337598,50
22,2,ISG15,0,0
22,2,IFIT1,0,0
22,2,IFIT2,0,0
22,2,IFIT3,0,0
22,2,HLA-DRA,0,0
22,2,CD74,0,0
22,2,LTF,0,0
22,2,BPI,0,0
22,2,CLC,0,0
22,2,SPARC,0,0
22,2,MS4A1,0,0
22,2,CCL3,0,0
22,2,CCL4,0,0
23,2,OSM,1.61601250198926,50
23,2,CXCR4,2.74921691374753,50
23,2,MX1,0,0
23,2,PADI4,1.61601250198926,50
23,2,FCGR3B,0,0
23,2,FPR1,0,0
23,2,S100A8,0,0
23,2,S100A9,0,0
23,2,ISG15,0,0
23,2,IFIT1,0,0
23,2,IFIT2,0,0
23,2,IFIT3,0,0
23,2,HLA-DRA,0,0
23,2,CD74,0,0
23,2,LTF,0,0
23,2,BPI,0,0
23,2,CLC,0,0
23,2,SPARC,0,0
23,2,MS4A1,0,0
23,2,CCL3,1.9526180178489,50
23,2,CCL4,1.9526180178489,50
24,2,OSM,2.75042996158756,50
24,2,CXCR4,0,0
24,2,MX1,0,0
24,2,PADI4,0,0
24,2,FCGR3B,0,0
24,2,FPR1,0,0
24,2,S100A8,2.88972418619917,50
24,2,S100A9,0,0
24,2,ISG15,0,0
24,2,IFIT1,0,0
24,2,IFIT2,0,0
24,2,IFIT3,0,0
24,2,HLA-DRA,0,0
24,2,CD74,0,0
24,2,LTF,2.40589384368916,50
24,2,BPI,0,0
24,2,CLC,0,0
24,2,SPARC,0,0
24,2,MS4A1,0,0
24,2,CCL3,2.40589384368916,50
24,2,CCL4,0,0
25,2,OSM,3.68854873901124,100
25,2,CXCR4,4.5670267462872,100
25,2,MX1,0,0
25,2,PADI4,0,0
25,2,FCGR3B,2.69642031091833,100
25,2,FPR1,2.89060128447233,100
25,2,S100A8,3.02012399014464,100
25,2,S100A9,0,0
25,2,ISG15,0,0
25,2,IFIT1,0,0
25,2,IFIT2,1.16744666811335,50
25,2,IFIT3,0,0
25,2,HLA-DRA,1.53091444896848,50
25,2,CD74,1.16744666811335,50
25,2,LTF,0,0
25,2,BPI,0,0
25,2,CLC,0,0
25,2,SPARC,0,0
25,2,MS4A1,0,0
25,2,CCL3,5.62901987239545,100
25,2,CCL4,5.96710815952693,100
26,2,OSM,0,0
26,2,CXCR4,0,0
26,2,MX1,0,0
26,2,PADI4,0,0
26,2,FCGR3B,0,0
