key,sample_uid,group,scope,state,n_cells,program,score
Level 2___Epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 2,Epithelial,4859,Barrier / junctions,6.701503563759313
Level 2___Epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 2,Epithelial,4859,Mucus / secretory,9.526304537565546
Level 2___Epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 2,Epithelial,4859,Injury-associated regeneration,5.44337707471494
Level 2___Epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 2,Epithelial,4859,Absorptive differentiation,5.124440697581325
Level 2___Epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 2,Epithelial,6717,Inflammatory chemokines,2.215281749414338
Level 2___Epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 2,Epithelial,6717,Interferon response,1.054611891658959
Level 2___Epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 2,Epithelial,6717,Barrier / junctions,6.740668871970264
Level 2___Epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 2,Epithelial,6717,Mucus / secretory,9.418236759099788
Level 2___Epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 2,Epithelial,6717,Injury-associated regeneration,5.688514449114096
Level 2___Epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 2,Epithelial,6717,Absorptive differentiation,5.6069054087442085
Level 2___Epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 2,Epithelial,1023,Inflammatory chemokines,3.5036756203503594
Level 2___Epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 2,Epithelial,1023,Interferon response,2.0509243167141187
Level 2___Epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 2,Epithelial,1023,Barrier / junctions,7.081755998525744
Level 2___Epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 2,Epithelial,1023,Mucus / secretory,9.63758844155239
Level 2___Epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 2,Epithelial,1023,Injury-associated regeneration,5.871572876618139
Level 2___Epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 2,Epithelial,1023,Absorptive differentiation,5.400224866564309
Level 2___Epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 2,Epithelial,5893,Inflammatory chemokines,2.0896520918554864
Level 2___Epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 2,Epithelial,5893,Interferon response,0.8577493835846529
Level 2___Epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 2,Epithelial,5893,Barrier / junctions,6.76233008438102
Level 2___Epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 2,Epithelial,5893,Mucus / secretory,9.439104942702189
Level 2___Epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 2,Epithelial,5893,Injury-associated regeneration,5.591813052466525
Level 2___Epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 2,Epithelial,5893,Absorptive differentiation,5.113469172419821
Level 2___Epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial,1901,Inflammatory chemokines,5.127540237832441
Level 2___Epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial,1901,Interferon response,2.2006375778099314
Level 2___Epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial,1901,Barrier / junctions,6.872362691636749
Level 2___Epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial,1901,Mucus / secretory,6.343037590044525
Level 2___Epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial,1901,Injury-associated regeneration,5.821761357444644
Level 2___Epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial,1901,Absorptive differentiation,7.053695395482299
Level 2___Epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial,543,Inflammatory chemokines,4.943208187906858
Level 2___Epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial,543,Interferon response,2.947388860090995
Level 2___Epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial,543,Barrier / junctions,6.345067787742436
Level 2___Epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial,543,Mucus / secretory,4.993287944286774
Level 2___Epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial,543,Injury-associated regeneration,5.682296441601866
Level 2___Epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial,543,Absorptive differentiation,6.2716944184885515
Level 2___Epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial,1192,Inflammatory chemokines,5.026343139586653
Level 2___Epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial,1192,Interferon response,1.8003073264310914
Level 2___Epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial,1192,Barrier / junctions,6.476593295743204
Level 2___Epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial,1192,Mucus / secretory,5.5105096639488265
Level 2___Epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial,1192,Injury-associated regeneration,5.407938478915151
Level 2___Epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial,1192,Absorptive differentiation,6.283196032446441
Level 2___Epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial,450,Inflammatory chemokines,4.255331846889243
Level 2___Epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial,450,Interferon response,1.8221481277867824
Level 2___Epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial,450,Barrier / junctions,6.3706546624534655
Level 2___Epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial,450,Mucus / secretory,5.939223599038855
Level 2___Epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial,450,Injury-associated regeneration,5.185795793652169
Level 2___Epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial,450,Absorptive differentiation,5.8363134205181
Level 2___Epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial,1018,Inflammatory chemokines,5.172749850914
Level 2___Epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial,1018,Interferon response,1.66198520465355
Level 2___Epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial,1018,Barrier / junctions,6.679822969536942
Level 2___Epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial,1018,Mucus / secretory,6.442075541369907
Level 2___Epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial,1018,Injury-associated regeneration,5.682263446096732
Level 2___Epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial,1018,Absorptive differentiation,6.682828220889244
Level 2___Epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial,711,Inflammatory chemokines,5.156190820093728
Level 2___Epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial,711,Interferon response,2.514281413471464
Level 2___Epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial,711,Barrier / junctions,6.835375296469827
Level 2___Epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial,711,Mucus / secretory,8.216017077244308
Level 2___Epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial,711,Injury-associated regeneration,6.478704107883222
Level 2___Epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial,711,Absorptive differentiation,6.940913117904715
Level 2___Epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial,5950,Inflammatory chemokines,1.0638385939142463
Level 2___Epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial,5950,Interferon response,2.2003261302946235
Level 2___Epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial,5950,Barrier / junctions,6.459861465452346
Level 2___Epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial,5950,Mucus / secretory,8.059399671910173
Level 2___Epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial,5950,Injury-associated regeneration,4.721947130718539
Level 2___Epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial,5950,Absorptive differentiation,7.110568195042297
Level 2___Epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial,4156,Inflammatory chemokines,1.0765974619819845
Level 2___Epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial,4156,Interferon response,2.27429716532142
Level 2___Epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial,4156,Barrier / junctions,6.464361418368068
Level 2___Epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial,4156,Mucus / secretory,8.376698224665459
Level 2___Epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial,4156,Injury-associated regeneration,4.727698334013309
Level 2___Epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial,4156,Absorptive differentiation,7.136989397784551
Level 2___Epithelial___FAPTK__FD6,FAPTK__FD6,FAP ablation,Level 2,Epithelial,280,Inflammatory chemokines,-0.6924568568370972
Level 2___Epithelial___FAPTK__FD6,FAPTK__FD6,FAP ablation,Level 2,Epithelial,280,Interferon response,0.8272361540273884
Level 2___Epithelial___FAPTK__FD6,FAPTK__FD6,FAP ablation,Level 2,Epithelial,280,Barrier / junctions,5.982578877946378
Level 2___Epithelial___FAPTK__FD6,FAPTK__FD6,FAP ablation,Level 2,Epithelial,280,Mucus / secretory,7.410068009984111
Level 2___Epithelial___FAPTK__FD6,FAPTK__FD6,FAP ablation,Level 2,Epithelial,280,Injury-associated regeneration,4.766676873471292
Level 2___Epithelial___FAPTK__FD6,FAPTK__FD6,FAP ablation,Level 2,Epithelial,280,Absorptive differentiation,6.925655053573595
Level 2___Epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial,780,Inflammatory chemokines,-1.732742797847531
Level 2___Epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial,780,Interferon response,1.9814875704286155
Level 2___Epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial,780,Barrier / junctions,6.482968271912085
Level 2___Epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial,780,Mucus / secretory,7.588908768623206
Level 2___Epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial,780,Injury-associated regeneration,4.403472329818725
Level 2___Epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial,780,Absorptive differentiation,7.2006416408623934
Level 2___Epithelial/stromal mixed___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial/stromal mixed,36,Inflammatory chemokines,7.85178809472222
Level 2___Epithelial/stromal mixed___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial/stromal mixed,36,Interferon response,5.88751449866841
Level 2___Epithelial/stromal mixed___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial/stromal mixed,36,Barrier / junctions,5.5258375283446375
Level 2___Epithelial/stromal mixed___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial/stromal mixed,36,Mucus / secretory,6.167151023920961
Level 2___Epithelial/stromal mixed___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial/stromal mixed,36,Injury-associated regeneration,6.700150591956513
Level 2___Epithelial/stromal mixed___FAPTK__D3,FAPTK__D3,DSS,Level 2,Epithelial/stromal mixed,36,Absorptive differentiation,6.600887735761467
Level 2___Epithelial/stromal mixed___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial/stromal mixed,28,Inflammatory chemokines,7.894289022483061
Level 2___Epithelial/stromal mixed___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial/stromal mixed,28,Interferon response,5.682706655293479
Level 2___Epithelial/stromal mixed___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial/stromal mixed,28,Barrier / junctions,5.6993299733614675
Level 2___Epithelial/stromal mixed___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial/stromal mixed,28,Mucus / secretory,6.282935895655792
Level 2___Epithelial/stromal mixed___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial/stromal mixed,28,Injury-associated regeneration,6.451467662567161
Level 2___Epithelial/stromal mixed___FAPTK__D5,FAPTK__D5,DSS,Level 2,Epithelial/stromal mixed,28,Absorptive differentiation,5.795000659871277
Level 2___Epithelial/stromal mixed___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial/stromal mixed,59,Inflammatory chemokines,8.047564800513884
Level 2___Epithelial/stromal mixed___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial/stromal mixed,59,Interferon response,5.760110612606904
Level 2___Epithelial/stromal mixed___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial/stromal mixed,59,Barrier / junctions,5.6696331671299935
Level 2___Epithelial/stromal mixed___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial/stromal mixed,59,Mucus / secretory,5.893623624775621
Level 2___Epithelial/stromal mixed___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial/stromal mixed,59,Injury-associated regeneration,6.985210597309448
Level 2___Epithelial/stromal mixed___FAPTK__D1,FAPTK__D1,DSS,Level 2,Epithelial/stromal mixed,59,Absorptive differentiation,6.369862855877317
Level 2___Epithelial/stromal mixed___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial/stromal mixed,25,Inflammatory chemokines,7.692380163933437
Level 2___Epithelial/stromal mixed___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial/stromal mixed,25,Interferon response,5.525223995239437
Level 2___Epithelial/stromal mixed___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial/stromal mixed,25,Barrier / junctions,5.623163976242009
Level 2___Epithelial/stromal mixed___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial/stromal mixed,25,Mucus / secretory,6.142786106404482
Level 2___Epithelial/stromal mixed___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial/stromal mixed,25,Injury-associated regeneration,6.418296858599988
Level 2___Epithelial/stromal mixed___FAPTK__D2,FAPTK__D2,DSS,Level 2,Epithelial/stromal mixed,25,Absorptive differentiation,6.115468306198252
Level 2___Epithelial/stromal mixed___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial/stromal mixed,81,Inflammatory chemokines,8.322989828113593
Level 2___Epithelial/stromal mixed___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial/stromal mixed,81,Interferon response,5.49586132744438
Level 2___Epithelial/stromal mixed___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial/stromal mixed,81,Barrier / junctions,5.613693977273857
Level 2___Epithelial/stromal mixed___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial/stromal mixed,81,Mucus / secretory,6.182369343135875
Level 2___Epithelial/stromal mixed___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial/stromal mixed,81,Injury-associated regeneration,6.796578961391264
Level 2___Epithelial/stromal mixed___FAPTK__D4,FAPTK__D4,DSS,Level 2,Epithelial/stromal mixed,81,Absorptive differentiation,5.8595698654435875
Level 2___Epithelial/stromal mixed___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial/stromal mixed,33,Inflammatory chemokines,7.492012592111215
Level 2___Epithelial/stromal mixed___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial/stromal mixed,33,Interferon response,5.663921845658495
Level 2___Epithelial/stromal mixed___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial/stromal mixed,33,Barrier / junctions,6.172578782109202
Level 2___Epithelial/stromal mixed___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial/stromal mixed,33,Mucus / secretory,6.213290797763432
Level 2___Epithelial/stromal mixed___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial/stromal mixed,33,Injury-associated regeneration,6.961201454923072
Level 2___Epithelial/stromal mixed___FAPTK__D6,FAPTK__D6,DSS,Level 2,Epithelial/stromal mixed,33,Absorptive differentiation,5.675495118941361
Level 2___Epithelial/stromal mixed___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial/stromal mixed,129,Inflammatory chemokines,6.306423475798169
Level 2___Epithelial/stromal mixed___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial/stromal mixed,129,Interferon response,5.7865161774909515
Level 2___Epithelial/stromal mixed___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial/stromal mixed,129,Barrier / junctions,7.191146317990255
Level 2___Epithelial/stromal mixed___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial/stromal mixed,129,Mucus / secretory,8.203419579309307
Level 2___Epithelial/stromal mixed___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial/stromal mixed,129,Injury-associated regeneration,7.379056079494863
Level 2___Epithelial/stromal mixed___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 2,Epithelial/stromal mixed,129,Absorptive differentiation,8.128907069588518
Level 2___Epithelial/stromal mixed___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial/stromal mixed,215,Inflammatory chemokines,6.110721617114703
Level 2___Epithelial/stromal mixed___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial/stromal mixed,215,Interferon response,5.893797687643463
Level 2___Epithelial/stromal mixed___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial/stromal mixed,215,Barrier / junctions,7.180164248165763
Level 2___Epithelial/stromal mixed___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial/stromal mixed,215,Mucus / secretory,7.905677140849364
Level 2___Epithelial/stromal mixed___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial/stromal mixed,215,Injury-associated regeneration,7.465795814348399
Level 2___Epithelial/stromal mixed___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 2,Epithelial/stromal mixed,215,Absorptive differentiation,8.116281741397293
Level 2___Epithelial/stromal mixed___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial/stromal mixed,25,Inflammatory chemokines,5.979119695038443
Level 2___Epithelial/stromal mixed___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial/stromal mixed,25,Interferon response,5.65891492557772
