sample,group,subset,kind,marker,events,median,mean,eligible
WD5,WD,Saved: padi4+/cd177 hi,saved gate,CD177,1,26809.892167663227,26809.892167663227,False
WD5,WD,Saved: padi4+/cd177 hi,saved gate,CD11b,1,13924.67609402065,13924.67609402065,False
WD5,WD,Saved: padi4+/cd177 hi,saved gate,CD45,1,39126.44100135424,39126.44100135424,False
WD5,WD,Saved: padi4+/cd177 hi,saved gate,Ly6G,1,31264.183803447217,31264.183803447217,False
WD5,WD,Saved: padi4+/cd177 hi,saved gate,F4/80,1,22400.496165612934,22400.496165612934,False
WD5,WD,FMO: CXCR4+,fixed FMO,OSM,216,-2794.297825744299,-7403.380997647894,True
WD5,WD,FMO: CXCR4+,fixed FMO,CXCR4,216,10695.706604828309,16069.53973219484,True
WD5,WD,FMO: CXCR4+,fixed FMO,MX1,216,1888.5470065342192,12786.526748519065,True
WD5,WD,FMO: CXCR4+,fixed FMO,PADI4,216,2913.0945350363927,3614.306678645738,True
WD5,WD,FMO: CXCR4+,fixed FMO,NAMPT,216,322.422295841114,661.0405840675777,True
WD5,WD,FMO: CXCR4+,fixed FMO,CD177,216,-7465.365311630744,-10354.892278926247,True
WD5,WD,FMO: CXCR4+,fixed FMO,CD11b,216,9941.362368923863,15180.231611997071,True
WD5,WD,FMO: CXCR4+,fixed FMO,CD45,216,18549.741651194086,23335.575596703628,True
WD5,WD,FMO: CXCR4+,fixed FMO,Ly6G,216,7476.767946553576,13344.784277561017,True
WD5,WD,FMO: CXCR4+,fixed FMO,F4/80,216,4346.578789389069,4711.120691730047,True
WD5,WD,FMO: OSM+,fixed FMO,OSM,2,42793.19272968407,42793.19272968407,False
WD5,WD,FMO: OSM+,fixed FMO,CXCR4,2,-443.4771394686047,-443.4771394686047,False
WD5,WD,FMO: OSM+,fixed FMO,MX1,2,24420.065461997372,24420.065461997372,False
WD5,WD,FMO: OSM+,fixed FMO,PADI4,2,-56029.24449164071,-56029.24449164071,False
WD5,WD,FMO: OSM+,fixed FMO,NAMPT,2,2469.100346988855,2469.100346988855,False
WD5,WD,FMO: OSM+,fixed FMO,CD177,2,-15056.156916109481,-15056.156916109481,False
WD5,WD,FMO: OSM+,fixed FMO,CD11b,2,145156.8346519744,145156.8346519744,False
WD5,WD,FMO: OSM+,fixed FMO,CD45,2,75734.61613281682,75734.61613281682,False
WD5,WD,FMO: OSM+,fixed FMO,Ly6G,2,41207.10447060155,41207.10447060155,False
WD5,WD,FMO: OSM+,fixed FMO,F4/80,2,-29461.731794465755,-29461.731794465755,False
WD5,WD,FMO: PADI4+,fixed FMO,OSM,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,CXCR4,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,MX1,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,PADI4,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,NAMPT,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,CD177,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,CD11b,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,CD45,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,Ly6G,0,,,False
WD5,WD,FMO: PADI4+,fixed FMO,F4/80,0,,,False
WD5,WD,FMO: MX1+,fixed FMO,OSM,71,4575.317772865833,-90.29803523073215,True
WD5,WD,FMO: MX1+,fixed FMO,CXCR4,71,6234.70792006578,10869.136420795547,True
WD5,WD,FMO: MX1+,fixed FMO,MX1,71,28043.910154080324,52648.087816618434,True
WD5,WD,FMO: MX1+,fixed FMO,PADI4,71,4400.185752912248,1862.2553137174993,True
WD5,WD,FMO: MX1+,fixed FMO,NAMPT,71,777.3900066870641,1352.1156379647402,True
WD5,WD,FMO: MX1+,fixed FMO,CD177,71,-19320.015672369092,-25425.875304956346,True
WD5,WD,FMO: MX1+,fixed FMO,CD11b,71,17365.52587053708,30176.65562481773,True
WD5,WD,FMO: MX1+,fixed FMO,CD45,71,21268.024373852342,25538.65153803083,True
WD5,WD,FMO: MX1+,fixed FMO,Ly6G,71,6767.343986538632,12761.673359429238,True
WD5,WD,FMO: MX1+,fixed FMO,F4/80,71,-5395.130541140919,-5633.80287058955,True
WD5,WD,FMO: NAMPT+,fixed FMO,OSM,108,-2065.1992410152325,-3251.689226780686,True
WD5,WD,FMO: NAMPT+,fixed FMO,CXCR4,108,9425.350890242644,16889.4204353801,True
WD5,WD,FMO: NAMPT+,fixed FMO,MX1,108,4904.839189696903,30031.5748253343,True
WD5,WD,FMO: NAMPT+,fixed FMO,PADI4,108,4145.8036630859315,2851.544007811146,True
WD5,WD,FMO: NAMPT+,fixed FMO,NAMPT,108,984.5302838785699,1513.151058763599,True
WD5,WD,FMO: NAMPT+,fixed FMO,CD177,108,-12373.488417162172,-19279.639931457332,True
WD5,WD,FMO: NAMPT+,fixed FMO,CD11b,108,14028.70539249854,24382.12370701399,True
WD5,WD,FMO: NAMPT+,fixed FMO,CD45,108,21463.846527654256,27582.06514034782,True
WD5,WD,FMO: NAMPT+,fixed FMO,Ly6G,108,8534.023309673172,15872.476450000291,True
WD5,WD,FMO: NAMPT+,fixed FMO,F4/80,108,3782.8011540931493,698.9435361970463,True
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,OSM,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CXCR4,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,MX1,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,PADI4,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,NAMPT,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD177,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD11b,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD45,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,Ly6G,0,,,False
WD5,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,F4/80,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,OSM,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CXCR4,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,MX1,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,PADI4,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,NAMPT,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD177,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD11b,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD45,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,Ly6G,0,,,False
WD5,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,F4/80,0,,,False
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,OSM,53,1140.3921913983122,-4596.385426698206,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CXCR4,53,10888.930105907419,14234.3953754931,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,MX1,53,26424.122300378123,51130.26126608334,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,PADI4,53,4719.44664751676,4593.909374743432,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,NAMPT,53,821.9789504889521,1410.2658153278353,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD177,53,-19320.015672369092,-25326.370939225548,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD11b,53,16559.93718928162,26515.119705869565,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD45,53,24926.428586696442,25796.12962165146,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,Ly6G,53,6760.538256024601,12460.630492893371,True
WD5,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,F4/80,53,-642.8932039218317,-2741.2030174987544,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,OSM,89,-3509.6391958114345,-5758.298523347733,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CXCR4,89,13175.388678322548,20284.975697094425,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,MX1,89,4384.624780721374,28192.12575279051,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,PADI4,89,4497.277028283986,4923.849829677837,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,NAMPT,89,984.0588806348179,1528.5091705651346,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD177,89,-13073.690067859934,-19538.42609371547,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD11b,89,13231.774762978343,21223.28187340314,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD45,89,21431.63003105641,27747.977475411866,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,Ly6G,89,7825.157257726104,16096.292465458851,True
WD5,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,F4/80,89,4698.160219364002,2912.6269920504524,True
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,OSM,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CXCR4,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,MX1,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,PADI4,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,NAMPT,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD177,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD11b,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD45,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,Ly6G,0,,,False
WD5,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,F4/80,0,,,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,OSM,2,42793.19272968407,42793.19272968407,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,CXCR4,2,-443.4771394686047,-443.4771394686047,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,MX1,2,24420.065461997372,24420.065461997372,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,PADI4,2,-56029.24449164071,-56029.24449164071,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,NAMPT,2,2469.100346988855,2469.100346988855,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD177,2,-15056.156916109481,-15056.156916109481,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD11b,2,145156.8346519744,145156.8346519744,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD45,2,75734.61613281682,75734.61613281682,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,Ly6G,2,41207.10447060155,41207.10447060155,False
WD5,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,F4/80,2,-29461.731794465755,-29461.731794465755,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,OSM,2,42793.19272968407,42793.19272968407,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CXCR4,2,-443.4771394686047,-443.4771394686047,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,MX1,2,24420.065461997372,24420.065461997372,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,PADI4,2,-56029.24449164071,-56029.24449164071,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,NAMPT,2,2469.100346988855,2469.100346988855,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD177,2,-15056.156916109481,-15056.156916109481,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD11b,2,145156.8346519744,145156.8346519744,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD45,2,75734.61613281682,75734.61613281682,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,Ly6G,2,41207.10447060155,41207.10447060155,False
WD5,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,F4/80,2,-29461.731794465755,-29461.731794465755,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,OSM,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CXCR4,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,MX1,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,PADI4,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,NAMPT,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD177,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD11b,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD45,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,Ly6G,0,,,False
WD5,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,F4/80,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,OSM,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CXCR4,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,MX1,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,PADI4,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,NAMPT,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD177,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD11b,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD45,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,Ly6G,0,,,False
WD5,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,F4/80,0,,,False
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,OSM,52,5198.4602586242545,2775.5053729623296,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CXCR4,52,5832.761277424948,11247.36472337054,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,MX1,52,34103.12188793089,61485.64490649178,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,PADI4,52,4693.385248220421,1268.197786550569,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,NAMPT,52,1123.0154328778544,1777.2495668804888,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD177,52,-24726.196082001024,-31178.368632321977,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD11b,52,22077.91770877561,36683.00885442639,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD45,52,22693.491901851477,28209.23350811171,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,Ly6G,52,7217.240931293625,14116.738224027098,True
WD5,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,F4/80,52,-8575.19678271828,-7885.810647294726,True
WD5,WD,F4/80 gate overlap,gate overlap,OSM,40,-10334.112211431366,-15853.013756113534,True
WD5,WD,F4/80 gate overlap,gate overlap,CXCR4,40,23558.12076384702,32057.38118556108,True
WD5,WD,F4/80 gate overlap,gate overlap,MX1,40,2733.9666828393456,5635.037896008138,True
WD5,WD,F4/80 gate overlap,gate overlap,PADI4,40,6386.556669892527,6627.290323425422,True
WD5,WD,F4/80 gate overlap,gate overlap,NAMPT,40,500.6663296322715,736.6148552714052,True
WD5,WD,F4/80 gate overlap,gate overlap,CD177,40,-12553.881401656694,-12329.859316423837,True
WD5,WD,F4/80 gate overlap,gate overlap,CD11b,40,19431.38649600849,21433.0674135106,True
WD5,WD,F4/80 gate overlap,gate overlap,CD45,40,34053.874445431255,37470.20206115168,True
WD5,WD,F4/80 gate overlap,gate overlap,Ly6G,40,11942.035990671178,18792.141012828764,True
WD5,WD,F4/80 gate overlap,gate overlap,F4/80,40,12254.376846626066,14826.9082285156,True
WD5,WD,Outside F4/80 gate,gate overlap,OSM,261,1388.0637822985714,-4489.830454546107,True
WD5,WD,Outside F4/80 gate,gate overlap,CXCR4,261,5314.591613658041,8696.060098539503,True
WD5,WD,Outside F4/80 gate,gate overlap,MX1,261,1904.2868803629485,13611.344710925654,True
WD5,WD,Outside F4/80 gate,gate overlap,PADI4,261,1669.8296140887057,1295.7826967340118,True
WD5,WD,Outside F4/80 gate,gate overlap,NAMPT,261,276.31075735138,546.7354022047554,True
WD5,WD,Outside F4/80 gate,gate overlap,CD177,261,-5497.282439390501,-8180.218069006589,True
WD5,WD,Outside F4/80 gate,gate overlap,CD11b,261,9649.943803767188,15479.833071938341,True
WD5,WD,Outside F4/80 gate,gate overlap,CD45,261,14118.343561965954,18106.27178268587,True
WD5,WD,Outside F4/80 gate,gate overlap,Ly6G,261,6700.653785935829,11272.853073906515,True
WD5,WD,Outside F4/80 gate,gate overlap,F4/80,261,2138.445407184013,828.7439474185879,True
WD6,WD,All neutrophils,total,OSM,885,-29218.52628482419,-41713.22652291201,True
WD6,WD,All neutrophils,total,CXCR4,885,-80.10412490900556,942.5183030725062,True
WD6,WD,All neutrophils,total,MX1,885,-6899.782208453826,-9388.421689866816,True
WD6,WD,All neutrophils,total,PADI4,885,37.21203539801912,159.5302303747369,True
WD6,WD,All neutrophils,total,NAMPT,885,-573.015640373651,-751.1734214528075,True
WD6,WD,All neutrophils,total,CD177,885,3363.861660805627,7230.70958654681,True
WD6,WD,All neutrophils,total,CD11b,885,24062.133000052494,35153.00894616264,True
WD6,WD,All neutrophils,total,CD45,885,14678.49619354451,19757.378790264538,True
WD6,WD,All neutrophils,total,Ly6G,885,14049.72575951832,25759.77500206239,True
WD6,WD,All neutrophils,total,F4/80,885,4086.718907531516,5966.812293983961,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,OSM,450,-63010.78778655469,-72018.2341990021,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,CXCR4,450,-1346.4596652526236,-1022.1044981312185,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,MX1,450,-15076.53533584576,-17193.65762381617,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,PADI4,450,-1445.3326123181746,-1750.2100661996344,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,NAMPT,450,-1068.1034208539704,-1224.3430541669925,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,CD177,450,14094.85854938217,19350.972322997055,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,CD11b,450,44763.55513290345,52242.453001760325,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,CD45,450,10631.890608973154,13525.328296803926,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,Ly6G,450,25020.24745554568,36070.18339753149,True
WD6,WD,Saved: cd177+ all neutrophil,saved gate,F4/80,450,5677.991879784926,7186.127905732422,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,OSM,44,-43022.51330782693,-53721.42155795707,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,CXCR4,44,3296.1129415620444,4633.569671916092,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,MX1,44,-10717.696162674674,-12506.794783096442,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,PADI4,44,-909.4891925681427,-841.8820203780706,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,NAMPT,44,-792.4267018138456,-886.0494828007853,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,CD177,44,9636.938247439208,13272.587525029097,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,CD11b,44,29848.33357161181,38024.342113289276,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,CD45,44,13386.288292579175,14442.406836123944,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,Ly6G,44,15247.831352958934,27190.12237223705,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+,saved gate,F4/80,44,5586.852761246075,7107.371211164705,True
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,OSM,5,-41546.920090263106,-61429.319747353715,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,CXCR4,5,4462.728995443666,4118.264922300839,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,MX1,5,-8276.798100518545,-13816.133762692325,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,PADI4,5,3474.021953373185,4890.499431501097,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,NAMPT,5,-787.7031280111818,-1120.3672041689124,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,CD177,5,5937.695200761565,11814.193442971458,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,CD11b,5,14267.962256857663,30423.216194892226,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,CD45,5,19137.492196695355,21890.174210352772,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,Ly6G,5,31320.86580100175,47803.764768991605,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4+/padi4+,saved gate,F4/80,5,9634.641898400481,7332.359498697658,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,OSM,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,CXCR4,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,MX1,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,PADI4,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,NAMPT,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,CD177,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,CD11b,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,CD45,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,Ly6G,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/cxcr4- osm+,saved gate,F4/80,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,OSM,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,CXCR4,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,MX1,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,PADI4,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,NAMPT,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,CD177,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,CD11b,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,CD45,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,Ly6G,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/mx1+ cxcr4-,saved gate,F4/80,0,,,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,OSM,89,-56539.108615497564,-66231.5021058586,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,CXCR4,89,-1017.4725388629781,-488.0596155974587,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,MX1,89,-12864.720205949667,-15631.248252373793,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,PADI4,89,1256.2008575310265,1904.1712886446262,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,NAMPT,89,-990.2168957876216,-1186.4024539269928,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,CD177,89,9137.128166697834,12906.965274881997,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,CD11b,89,37025.54805393939,46649.25894278401,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,CD45,89,13779.342086309902,15835.543791425356,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,Ly6G,89,27896.8006795741,41686.69046799648,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+,saved gate,F4/80,89,4032.029178827388,6897.967259205634,True
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,OSM,11,-43338.79227621747,-63454.52114793074,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,CXCR4,11,-173.54835840454518,908.2871335373766,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,MX1,11,-8891.976249428795,-14367.26733468575,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,PADI4,11,3423.6779446338187,4235.929249640816,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,NAMPT,11,-849.5198742715115,-1190.3859348294754,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,CD177,11,5937.695200761565,11849.132876471469,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,CD11b,11,25420.16355205109,37194.85228154583,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,CD45,11,19681.431765736197,22385.345040695687,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,Ly6G,11,24158.887576392586,39560.57260813447,False
WD6,WD,Saved: cd177+ all neutrophil/padi4+ cxcr4-,saved gate,F4/80,11,2895.2351091312603,8431.602919670071,False
WD6,WD,Saved: cd177- all neutrophils,saved gate,OSM,340,236.10085500118595,-5988.139498264518,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,CXCR4,340,2326.9423472325284,3475.8196539448945,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,MX1,340,596.9985351280945,84.97004194735774,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,PADI4,340,2230.4534424130666,2461.7602996624396,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,NAMPT,340,-117.49947280909248,-178.99932733694234,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,CD177,340,-5710.198412148769,-7012.441656051225,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,CD11b,340,7328.609034231804,14845.140467701698,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,CD45,340,25636.71700290233,29204.772202016753,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,Ly6G,340,7665.112215334083,14455.150347530207,True
WD6,WD,Saved: cd177- all neutrophils,saved gate,F4/80,340,3245.725631653408,4521.197366892645,True
