analysis	n_pairs	gene	logFC	logCPM	F	PValue	FDR
"All mature neutrophils"	12	"CD44"	0.730610998426167	10.3057008485559	5.42338267263262	0.0264703897797717	0.30707212424675
"All mature neutrophils"	12	"GBP1"	0.83238112818845	10.4809386410809	5.52834805587672	0.0264840759839854	0.30707212424675
"All mature neutrophils"	12	"DBI"	-0.896635906628971	7.75502008737761	5.38578160935994	0.0268849278195332	0.309331950437341
"All mature neutrophils"	12	"CLEC4D"	0.723325971272616	8.33909864456706	5.30372107780026	0.0270395061571102	0.309331950437341
"All mature neutrophils"	12	"BSG"	-0.700199968536958	8.1863208425533	5.35746135611128	0.0272630818553345	0.309824162011616
"All mature neutrophils"	12	"NDRG1"	0.806154903999125	8.42936480354997	5.26588402094211	0.0277977713969035	0.3117382770563
"All mature neutrophils"	12	"FPR2"	0.599878908168596	9.65320133457671	5.3143438514425	0.0279686862031533	0.3117382770563
"All mature neutrophils"	12	"CYSTM1"	0.566826063189181	9.91497084280965	5.28786625386917	0.0281413899815869	0.3117382770563
"All mature neutrophils"	12	"SKIL"	0.623236256416023	8.89195282402804	5.24729601019021	0.0287707363040865	0.3117382770563
"All mature neutrophils"	12	"NSMAF"	0.858066503815204	7.54316289364246	5.1604069760393	0.0287999906185807	0.3117382770563
"All mature neutrophils"	12	"ACADVL"	-0.697348587681794	7.37319892474571	5.19965928794757	0.0291108939881636	0.3117382770563
"All mature neutrophils"	12	"ARID4A"	-0.652993416554113	8.07173917000464	5.20720563733138	0.0293104370729913	0.3117382770563
