gene,logFC,logCPM,F,PValue,FDR,population,contrast,n_donors,tested_genes
LINC01098,2.08306912578189,3.85984945698033,12.8132482063978,0.00043716714504677,0.00523512835899017,All_annotated,alpha_interaction,4,20214
LINC01099,0.791635030808733,2.55723171049972,0.529333261125943,0.467759406259963,0.677662229214196,All_annotated,alpha_interaction,4,20214
LINC01111,-4.61643159934328,1.42691318858059,0.921952605243072,0.33819647132418,0.58335211804309,All_annotated,alpha_interaction,4,20214
LINC01115,0.0841587881426368,1.33199415183606,0.00267392893984852,0.958813721256899,0.979207829105591,All_annotated,alpha_interaction,4,20214
LINC01116,2.079873554348,1.66790625560425,2.11201973245884,0.147775416829537,0.384790966867482,All_annotated,alpha_interaction,4,20214
LINC01117,0.865231734497628,3.73091193333833,0.634640341281346,0.426633140639622,0.648807445494824,All_annotated,alpha_interaction,4,20214
LINC01118,-5.46444383027468,1.9011969587293,1.65207726452853,0.200251192991615,0.449564373071135,All_annotated,alpha_interaction,4,20214
LINC01119,-3.64595150194982,0.901833190457618,0.445599734538131,0.505246778745874,0.702797852020995,All_annotated,alpha_interaction,4,20214
LINC01121,0.768989719651985,1.57267888352351,0.19260717662164,0.661247483125545,0.801154197069034,All_annotated,alpha_interaction,4,20214
LINC01122,2.04496904743735,3.66173176824955,9.12242704743693,0.00287169368069245,0.0243593856741574,All_annotated,alpha_interaction,4,20214
LINC01127,-0.105764001261678,1.76369047432133,0.00457935036309025,0.946118500254575,0.972037578863836,All_annotated,alpha_interaction,4,20214
LINC01128,-2.12798299376649,5.86956638506867,27.5882842742851,3.99401769877977e-07,1.15484836382416e-05,All_annotated,alpha_interaction,4,20214
LINC01132,2.17955261988302,0.25569744891384,1.59182678270143,0.208568539373603,0.459059718521125,All_annotated,alpha_interaction,4,20214
LINC01133,-4.52538127136724,0.823603547208065,0.836722472606672,0.361513705195113,0.600592159216295,All_annotated,alpha_interaction,4,20214
LINC01135,-1.47495760862605,4.41045456904565,6.16409261763542,0.0138936291571496,0.0801043410674905,All_annotated,alpha_interaction,4,20214
LINC01138,-0.80530697256665,5.37726409971881,3.12269311692298,0.0788136942815402,0.263236111489693,All_annotated,alpha_interaction,4,20214
LINC01145,0.79311626443648,3.3344506476162,1.51423952177234,0.220006060195435,0.471551532264927,All_annotated,alpha_interaction,4,20214
LINC01151,1.38437356624269,2.55878533926934,2.38937366990753,0.123803462329789,0.348012112318408,All_annotated,alpha_interaction,4,20214
LINC01160,-4.70328138559588,1.18580622583581,0.9828573489129,0.32276595824537,0.57006475141738,All_annotated,alpha_interaction,4,20214
LINC01162,-1.02012629451414,2.97001907277067,0.497547203319773,0.48144135319461,0.686613269220492,All_annotated,alpha_interaction,4,20214
LINC01163,0.724949087586321,3.91289956314589,0.88731026190249,0.347394172047597,0.590301428528088,All_annotated,alpha_interaction,4,20214
LINC01169,1.72313755720155,2.14218152726238,2.20033418979348,0.139590632175855,0.372696478510465,All_annotated,alpha_interaction,4,20214
LINC01170,1.89002288005764,2.19594886587697,3.49065973351651,0.0632105218854767,0.229340291128586,All_annotated,alpha_interaction,4,20214
LINC01176,-2.33680836384014,2.83782129461731,3.40142029853658,0.066691233594753,0.236795544269061,All_annotated,alpha_interaction,4,20214
LINC01182,0.0788744178956773,2.26768579067385,0.00758793089600879,0.93067527831822,0.964010764843685,All_annotated,alpha_interaction,4,20214
LINC01186,0.554097710946524,1.04928611460239,0.0978916504812286,0.754712321379874,0.859612210155878,All_annotated,alpha_interaction,4,20214
LINC01191,-0.787306080992374,5.89364888659573,3.99087732080454,0.0471762965085887,0.188985663421445,All_annotated,alpha_interaction,4,20214
LINC01192,1.83151896575378,4.0999376564859,6.90987707867572,0.00927210377963482,0.0593126010312819,All_annotated,alpha_interaction,4,20214
LINC01194,0.973440871676363,2.65979977402032,0.825385361481586,0.364732899344953,0.60249332576276,All_annotated,alpha_interaction,4,20214
LINC01198,0.250706386627765,1.17714677864398,0.0214559114864528,0.883696986150819,0.936906056752998,All_annotated,alpha_interaction,4,20214
LINC01201,-5.49680812096584,1.1293873509919,1.61244945196107,0.205721663809098,0.456303496827179,All_annotated,alpha_interaction,4,20214
LINC01202,2.07942070106144,0.702581792470821,1.05967167711909,0.304586801892332,0.553033109983976,All_annotated,alpha_interaction,4,20214
LINC01203,1.76834204058012,1.57696982270541,1.59759271252568,0.207756584184596,0.458160257997112,All_annotated,alpha_interaction,4,20214
LINC01204,0.138163161916068,2.34216036228205,0.00617548429727054,0.937445016545751,0.96705861518019,All_annotated,alpha_interaction,4,20214
LINC01205,0.810451343036101,2.29511333543256,0.555593945314476,0.456947523548389,0.670251595748286,All_annotated,alpha_interaction,4,20214
LINC01206,2.61488808937543,1.97419655047408,8.11731378667231,0.00485898702505307,0.0364315889185544,All_annotated,alpha_interaction,4,20214
LINC01208,0.363306529992531,2.76664959944319,0.155109119898787,0.694134612481381,0.82183781741338,All_annotated,alpha_interaction,4,20214
LINC01215,-0.114997983562935,2.77066979433529,0.0135571745914404,0.90742829588897,0.950116777667877,All_annotated,alpha_interaction,4,20214
LINC01220,0.0372970010604996,4.39910164707288,0.00550910630523076,0.940910498545778,0.969248576548151,All_annotated,alpha_interaction,4,20214
LINC01224,-5.03469387837178,1.08243026537476,1.20586246126988,0.273551911432936,0.525396938188698,All_annotated,alpha_interaction,4,20214
LINC01226,2.12599170792655,1.82476105122588,5.68391487310673,0.0180889402979899,0.0974806289478989,All_annotated,alpha_interaction,4,20214
LINC01229,0.237344698988691,2.98979756099469,0.0373539385257125,0.846949368819717,0.914884547711311,All_annotated,alpha_interaction,4,20214
LINC01232,-6.3486900414324,0.753848531796764,2.63818218437036,0.105971976417943,0.317680191504123,All_annotated,alpha_interaction,4,20214
LINC01234,2.28605210345451,2.57731631070658,6.70414750766419,0.0103535116621155,0.0645545603756949,All_annotated,alpha_interaction,4,20214
LINC01235,1.69159065685507,0.80979552428784,0.748957580776371,0.387891656584002,0.620300681004698,All_annotated,alpha_interaction,4,20214
LINC01237,0.99573726099888,4.60022358489091,2.60581444785036,0.108132364397447,0.321581229061348,All_annotated,alpha_interaction,4,20214
LINC01239,1.12908831464619,2.45483112641813,0.754563591710052,0.386106941156901,0.618770657852684,All_annotated,alpha_interaction,4,20214
LINC01242,1.64389008879298,2.93609002279002,4.46163821388284,0.0359465536272629,0.156735037752695,All_annotated,alpha_interaction,4,20214
LINC01250,-0.0713648960311794,1.94558623318135,0.00208709629330466,0.963608982478415,0.981574586873809,All_annotated,alpha_interaction,4,20214
LINC01252,0.41527659441494,1.73001593597116,0.0578174460425837,0.810235921327647,0.894100478997902,All_annotated,alpha_interaction,4,20214
LINC01258,-0.267294898132756,1.96694542633107,0.0514240500571256,0.820842337592966,0.900255223805421,All_annotated,alpha_interaction,4,20214
LINC01262,-6.75216574941821,2.37204519229589,3.87014910450159,0.05061845221808,0.197949582730948,All_annotated,alpha_interaction,4,20214
LINC01266,0.299197659550005,2.04591048521515,0.0298212861678392,0.863077346555916,0.925143331022016,All_annotated,alpha_interaction,4,20214
LINC01269,-1.62398266129934,1.43024715169112,1.29089240634487,0.257295575697882,0.510176146086341,All_annotated,alpha_interaction,4,20214
LINC01270,-0.609243893117586,5.56859386823669,1.96488713445518,0.162622296000822,0.404434927578817,All_annotated,alpha_interaction,4,20214
LINC01271,-0.365622966176901,5.19425734385804,0.716439499837762,0.398380158099374,0.628144363036038,All_annotated,alpha_interaction,4,20214
LINC01273,-4.67795455270924,1.03944281147107,0.942034099130723,0.332997405347634,0.579228082927207,All_annotated,alpha_interaction,4,20214
LINC01277,-2.14282660611059,3.79152340717827,7.47879065414383,0.00682876621064465,0.0469859607691299,All_annotated,alpha_interaction,4,20214
LINC01278,0.290417816758544,3.91019221117275,0.130369266950474,0.718445682092557,0.837523703449766,All_annotated,alpha_interaction,4,20214
LINC01283,-4.71596828994212,1.04396728789089,0.944134217392066,0.332465237638967,0.57890019068258,All_annotated,alpha_interaction,4,20214
LINC01284,-4.87895968246905,1.42228450831507,1.08512719826451,0.298885109338884,0.548076366735,All_annotated,alpha_interaction,4,20214
LINC01285,2.08469352605473,1.85619082942596,4.02389218293759,0.0462480432446374,0.186207132890733,All_annotated,alpha_interaction,4,20214
LINC01288,-4.17383846710856,1.35624203633325,0.683075606269503,0.409582457164831,0.637114681950164,All_annotated,alpha_interaction,4,20214
LINC01290,2.33516290970941,1.57760402528546,3.45219362150193,0.0646732756061007,0.232302482238886,All_annotated,alpha_interaction,4,20214
LINC01297,0.186128834001817,1.97873849889102,0.0117614479277629,0.913751899789381,0.953392400617838,All_annotated,alpha_interaction,4,20214
LINC01299,2.07213613300482,0.808585823485242,1.91048481645213,0.168496306573662,0.411831081354247,All_annotated,alpha_interaction,4,20214
LINC01301,0.268076511645532,3.81958809697738,0.228411804550015,0.633249730819983,0.784008700851052,All_annotated,alpha_interaction,4,20214
LINC01303,-2.24749430168142,4.75170691365181,11.2585467772773,0.000954460389380846,0.0101012891680337,All_annotated,alpha_interaction,4,20214
LINC01304,3.08750261556393,4.27244131239899,38.894041453963,4.98226180877829e-09,2.23803200450321e-07,All_annotated,alpha_interaction,4,20214
LINC01307,0.8181881952242,2.63535923240621,0.409191461543846,0.523135118798454,0.713840071790519,All_annotated,alpha_interaction,4,20214
LINC01309,4.93430097566807,0.186866692168598,3.8812692260248,0.0502735261092745,0.196867310494552,All_annotated,alpha_interaction,4,20214
LINC01312,1.39176344131771,0.62955585744417,0.532702467358257,0.466379383362471,0.676521239684521,All_annotated,alpha_interaction,4,20214
LINC01315,-5.1106304126122,1.00775416202326,1.24821203944468,0.265312202119727,0.51801611645399,All_annotated,alpha_interaction,4,20214
LINC01320,0.870563553786693,4.82438719904435,2.75176496625374,0.0987993053960503,0.303284610368377,All_annotated,alpha_interaction,4,20214
LINC01322,1.66268512623028,3.73708049295222,7.62844680434033,0.00630825563411909,0.0442984789701127,All_annotated,alpha_interaction,4,20214
LINC01324,1.24051895371845,1.21592878592921,0.451628521999825,0.502367449184661,0.700673126186347,All_annotated,alpha_interaction,4,20214
LINC01331,0.884771178851891,3.33981346423905,0.711011711782605,0.400149716949605,0.629233255389428,All_annotated,alpha_interaction,4,20214
LINC01333,1.37409036134342,0.270584262119109,0.450301071253781,0.502996364456113,0.701013637739925,All_annotated,alpha_interaction,4,20214
LINC01338,-0.162963385690183,2.81475832420852,0.0107398429271512,0.917568930844302,0.955773388028791,All_annotated,alpha_interaction,4,20214
LINC01339,0.66296437250986,2.42880838390407,0.41372600444918,0.520842540198662,0.712571701931942,All_annotated,alpha_interaction,4,20214
LINC01340,2.35467885480115,1.5184429431059,3.72319499655523,0.0551117237298841,0.209995925254642,All_annotated,alpha_interaction,4,20214
LINC01344,-2.43713245858041,7.62206369768884,66.5069941074524,4.70633643858476e-14,7.26212860836278e-12,All_annotated,alpha_interaction,4,20214
LINC01347,-1.07025858795232,2.1919001734013,0.547907705061857,0.460078569613546,0.672550492201926,All_annotated,alpha_interaction,4,20214
LINC01348,-1.48652745031081,3.63163462778986,2.14163619946895,0.144992161369191,0.380876629523954,All_annotated,alpha_interaction,4,20214
LINC01349,-0.281571340813425,1.95071027784731,0.0302831300479904,0.862034298260727,0.924607943597705,All_annotated,alpha_interaction,4,20214
LINC01350,-2.95824575083566,2.40390682120581,6.21549455686475,0.0135179062947025,0.0787466737294286,All_annotated,alpha_interaction,4,20214
LINC01353,-0.898624040294564,6.11190261137279,5.72843253515182,0.0176679980356905,0.0959796240205058,All_annotated,alpha_interaction,4,20214
LINC01354,-4.05506999506776,0.619639866741253,0.584638680898987,0.445443796569571,0.661732998005241,All_annotated,alpha_interaction,4,20214
LINC01356,-4.53783451936136,1.83168563373309,0.883141136652813,0.348547414207163,0.59116776563044,All_annotated,alpha_interaction,4,20214
LINC01357,-0.137088409532557,1.16666945665515,0.00667729220545776,0.934958662736012,0.965740140654736,All_annotated,alpha_interaction,4,20214
LINC01358,-0.345510018393473,2.95387677968035,0.125986862873231,0.723017019290198,0.840536778885767,All_annotated,alpha_interaction,4,20214
LINC01359,0.814531302132085,1.45656492125247,0.378649769478401,0.539049021652713,0.724009097919465,All_annotated,alpha_interaction,4,20214
LINC01362,1.75831786606871,1.75833592442065,2.95062743275442,0.0874288546719669,0.28025481578483,All_annotated,alpha_interaction,4,20214
LINC01363,1.20479722059441,2.14621689126188,0.436500027084537,0.509608071421426,0.705961141748309,All_annotated,alpha_interaction,4,20214
LINC01364,-4.1978010303571,1.47069744565602,0.684811255212085,0.408982824523868,0.636671452824449,All_annotated,alpha_interaction,4,20214
LINC01366,-1.63791720162458,8.01488807184304,43.9290400891928,3.45625524348367e-10,2.09804034509847e-08,All_annotated,alpha_interaction,4,20214
LINC01374,1.78297848638228,4.21099167902102,7.59300137755649,0.00642951767810826,0.0449552593994714,All_annotated,alpha_interaction,4,20214
LINC01376,-0.525173301109225,2.86850530668572,0.321713160437366,0.571237803986269,0.74511201973146,All_annotated,alpha_interaction,4,20214
LINC01378,1.58943431049402,1.45506966064292,1.33501947752722,0.249334821112457,0.501847463304512,All_annotated,alpha_interaction,4,20214
LINC01389,-3.82452426744988,0.819268068591643,0.514349963359102,0.47414945078461,0.681634094172541,All_annotated,alpha_interaction,4,20214
LINC01392,2.1530553413153,2.08596293524712,5.18876250556955,0.0238215498919311,0.118632374849839,All_annotated,alpha_interaction,4,20214
LINC01393,1.15063427551835,0.56270104248646,0.346357301893043,0.55687044486167,0.735820314579278,All_annotated,alpha_interaction,4,20214
LINC01405,2.88416251895301,1.9824253116722,5.17929547691774,0.0239371789392985,0.118973723894512,All_annotated,alpha_interaction,4,20214
LINC01409,-0.335323076064162,1.57650198068114,0.028352492707508,0.866919771188643,0.927079834915036,All_annotated,alpha_interaction,4,20214
LINC01410,-1.80209290664028,1.68144019286381,1.67610748465497,0.196997784955815,0.445675794638707,All_annotated,alpha_interaction,4,20214
LINC01411,1.19865466791353,2.23556373156182,1.4822853591644,0.224894547855606,0.476721727176301,All_annotated,alpha_interaction,4,20214
LINC01412,-1.48712941133069,3.47352774574777,2.9734092037631,0.0862508892071607,0.277933281433692,All_annotated,alpha_interaction,4,20214
LINC01414,1.17763496363892,3.48701156299316,3.11877482238515,0.0789816346534391,0.263411114153542,All_annotated,alpha_interaction,4,20214
LINC01416,0.640869799409115,2.56972222208959,0.372502923178505,0.542356211087133,0.726014933311459,All_annotated,alpha_interaction,4,20214
LINC01422,1.98715344464655,1.83714445208442,3.35698280905213,0.0684533830079318,0.240772000021286,All_annotated,alpha_interaction,4,20214
LINC01426,3.49925062537107,1.02244281651112,2.43218831901513,0.120508844860118,0.343371595643481,All_annotated,alpha_interaction,4,20214
LINC01429,2.89892582844838,1.77291678002969,7.98821251410167,0.00520433715975469,0.0383104411315664,All_annotated,alpha_interaction,4,20214
LINC01431,-1.27661886539939,2.13426658027571,1.39759690354466,0.238574815338176,0.491170216942208,All_annotated,alpha_interaction,4,20214
