gene,logFC,logCPM,F,PValue,FDR,population,contrast,n_donors,tested_genes
LIMK2,-1.15421822619142,9.6095342298399,32.1742763499769,5.21308740086893e-08,1.83264954297677e-06,All_annotated,alpha_interaction,4,20214
LIMS1,-1.64178752890706,10.2643648953149,69.4070335474149,1.59954331699983e-14,2.74009903473175e-12,All_annotated,alpha_interaction,4,20214
LIMS2,-4.93513567958989,1.38412179982539,1.13052534225977,0.28902495580311,0.539509692178786,All_annotated,alpha_interaction,4,20214
LIN28B,0.514274883988019,1.69614090239471,0.1697062805686,0.680827485856264,0.813276941534783,All_annotated,alpha_interaction,4,20214
LIN28B-AS1,2.0583939216472,1.49194860934018,2.88469040083896,0.0910171592226676,0.287696771935419,All_annotated,alpha_interaction,4,20214
LIN52,1.96053164045974,3.62807445699726,15.1609662144263,0.000136744657564489,0.00196457463255763,All_annotated,alpha_interaction,4,20214
LIN54,-1.26515015074062,5.88707281648578,9.43180630794824,0.00244570201163158,0.0214498326054703,All_annotated,alpha_interaction,4,20214
LIN7A,-0.793218851217799,5.32608162280308,3.29416925728496,0.0711064633000153,0.247051572558699,All_annotated,alpha_interaction,4,20214
LIN7C,-0.656414656764154,2.13704642641312,0.456094782962223,0.50026018757242,0.698698226462302,All_annotated,alpha_interaction,4,20214
LIN9,1.68890321003387,3.803511719709,5.89760809980323,0.0160901044488977,0.0896981167484882,All_annotated,alpha_interaction,4,20214
LINC-PINT,-0.377488141694806,10.0184828553804,4.02282121466425,0.0463136424277894,0.186341409208933,All_annotated,alpha_interaction,4,20214
LINC00032,-5.29366692712969,1.32301505518384,1.45053967551635,0.229957587303619,0.48274614910742,All_annotated,alpha_interaction,4,20214
LINC00102,-5.0836124516447,1.12987843353693,1.2427856900276,0.26635867643253,0.518806541280321,All_annotated,alpha_interaction,4,20214
LINC00106,-4.05076300928795,0.624127593626511,0.597627746411154,0.440453057727332,0.658080610386096,All_annotated,alpha_interaction,4,20214
LINC00115,-2.24430180639884,3.45229451732017,8.21870965312118,0.00460983046448908,0.0349131183998435,All_annotated,alpha_interaction,4,20214
LINC00159,2.77309416614494,2.39328026420172,9.11107119233162,0.0028805714568965,0.0244244427138028,All_annotated,alpha_interaction,4,20214
LINC00173,-1.02086829789959,6.25086375701961,7.90822527952779,0.00543948495777628,0.0395232742402911,All_annotated,alpha_interaction,4,20214
LINC00174,-1.52463673975953,6.29267884136076,16.2873102938543,7.88946542763451e-05,0.00122769556700696,All_annotated,alpha_interaction,4,20214
LINC00189,-5.30323232533219,1.07626673364161,1.4205625569659,0.234804591484321,0.487704481325941,All_annotated,alpha_interaction,4,20214
LINC00200,-2.12326366374734,3.09915016649048,2.59083487958517,0.109137997341623,0.32342991911209,All_annotated,alpha_interaction,4,20214
LINC00205,-6.38235713107975,1.46663861023188,3.07602146760121,0.0810803411670651,0.267667990623282,All_annotated,alpha_interaction,4,20214
LINC00211,-0.0495396906104876,3.75567597989687,0.00628356888603122,0.936901586665737,0.966892769329719,All_annotated,alpha_interaction,4,20214
LINC00222,-1.00247982023793,1.52651180005852,0.44048805163738,0.507684415734253,0.704443491189743,All_annotated,alpha_interaction,4,20214
LINC00239,-8.26903423119268,3.40767084192166,10.8240997803035,0.00119706684024676,0.0121412489256137,All_annotated,alpha_interaction,4,20214
LINC00240,-4.83267186749877,1.05417258015218,1.03268301716537,0.310840535428899,0.559164419610195,All_annotated,alpha_interaction,4,20214
LINC00243,-0.895002951886222,8.20331740062405,15.0019586950259,0.00014789447673863,0.0021112563225951,All_annotated,alpha_interaction,4,20214
LINC00265,-1.08836665881877,2.69383241301857,1.04120943959002,0.308823061115275,0.557160352024853,All_annotated,alpha_interaction,4,20214
LINC00276,1.51969199132477,3.2749723343395,5.06781027973614,0.0255109553564273,0.12385550178989,All_annotated,alpha_interaction,4,20214
LINC00278,1.93438330171191,3.1383906699123,9.21472736125086,0.0027380810508216,0.023452360322588,All_annotated,alpha_interaction,4,20214
LINC00279,2.14282669978173,4.04804870710112,5.17888565204201,0.0239656597468248,0.118977040885621,All_annotated,alpha_interaction,4,20214
LINC00290,3.12477807634687,1.25950518903873,7.18775578087002,0.00796729735119189,0.0526826786578321,All_annotated,alpha_interaction,4,20214
LINC00293,-5.84063391719405,1.49982303229133,2.1294970174355,0.146154335424641,0.3826470619898,All_annotated,alpha_interaction,4,20214
LINC00294,-0.290907930064506,1.01737423594715,0.0306344694181308,0.861242748963268,0.92410217779837,All_annotated,alpha_interaction,4,20214
LINC00298,-3.71778445559832,1.20003706692647,0.475966008896229,0.491106351044226,0.692555307699276,All_annotated,alpha_interaction,4,20214
LINC00299,1.10723514427933,3.02260637401774,1.51725935625276,0.219528590934263,0.470977598932837,All_annotated,alpha_interaction,4,20214
LINC00309,-1.05471368730271,4.74703111888764,3.74809498261923,0.0543395316395266,0.207994564014655,All_annotated,alpha_interaction,4,20214
LINC00320,1.8607704268386,3.94686355682459,5.56628316285756,0.0193179513004794,0.102089690872651,All_annotated,alpha_interaction,4,20214
LINC00324,-2.17438962127036,2.40757345274932,2.85157116147127,0.0929227111337094,0.291333775951214,All_annotated,alpha_interaction,4,20214
LINC00326,1.74957604375544,2.68565870856633,3.69600314402015,0.0560181057151231,0.211951172085676,All_annotated,alpha_interaction,4,20214
LINC00327,-3.54088171814493,0.700251113742976,0.4087998141285,0.523362996325622,0.713850175959928,All_annotated,alpha_interaction,4,20214
LINC00331,-4.86939042998004,0.423526837392997,0.975585980488144,0.324548543724994,0.571412189110291,All_annotated,alpha_interaction,4,20214
LINC00339,1.18260126570744,0.568420027626736,0.614093577412655,0.434205101118315,0.65387223713789,All_annotated,alpha_interaction,4,20214
LINC00342,-1.52218667444987,3.06384024861493,3.04865719287402,0.0823947954462042,0.270729583086732,All_annotated,alpha_interaction,4,20214
LINC00343,1.80857150745638,1.00204478304878,2.08325458130324,0.150533511085477,0.388469857408634,All_annotated,alpha_interaction,4,20214
LINC00348,2.33709719238695,1.16631616101314,2.40225291569107,0.122792968133346,0.346376926855632,All_annotated,alpha_interaction,4,20214
LINC00350,0.93734437304872,0.908283678359928,0.457176643341199,0.499751152222478,0.698228489841386,All_annotated,alpha_interaction,4,20214
LINC00351,1.59831689395194,2.08892247704716,1.87297258875108,0.172711738247017,0.417660326712029,All_annotated,alpha_interaction,4,20214
LINC00355,1.15979703089065,1.39031281103796,0.741661273625241,0.390195912790458,0.621747334182782,All_annotated,alpha_interaction,4,20214
LINC00358,-2.67053748899027,1.04775430108339,0.228872454326557,0.632919960214624,0.783936524251128,All_annotated,alpha_interaction,4,20214
LINC00364,-4.65237340215745,0.334201059972337,0.854310123949189,0.356513857098156,0.597140621656319,All_annotated,alpha_interaction,4,20214
LINC00373,-4.36637741919973,1.60494811645781,0.790966320087394,0.374945462970564,0.611132811299372,All_annotated,alpha_interaction,4,20214
LINC00376,1.05029596058793,0.977788254266875,0.319721162159729,0.572433866305604,0.746046303900805,All_annotated,alpha_interaction,4,20214
LINC00378,1.79398686320396,4.98941280526414,13.5201965476239,0.000307350541609881,0.00389760592729118,All_annotated,alpha_interaction,4,20214
LINC00379,-1.86060320068972,0.498451258453477,0.113524515349573,0.73654062174475,0.849074562121523,All_annotated,alpha_interaction,4,20214
LINC00381,-3.17648673389583,0.555688105494819,0.309570556418408,0.578606542910315,0.750173347340717,All_annotated,alpha_interaction,4,20214
LINC00382,-4.60239798913907,0.673921675200251,0.858004689995364,0.355485642358141,0.596308994394993,All_annotated,alpha_interaction,4,20214
LINC00392,1.32616967849765,1.02724384713205,0.908789751780523,0.341618704204709,0.586118893606203,All_annotated,alpha_interaction,4,20214
LINC00393,0.92598094641954,3.43110247734706,0.770321426798202,0.381205806873973,0.615323339467419,All_annotated,alpha_interaction,4,20214
LINC00398,-5.70778572100625,1.51840710854674,1.96931392384154,0.162185295155495,0.403646091636687,All_annotated,alpha_interaction,4,20214
LINC00407,2.6823877532132,1.47698585672227,3.16304023283869,0.0768838604666258,0.259367549311144,All_annotated,alpha_interaction,4,20214
LINC00426,0.0601634760670333,3.61563827764139,0.00860576368108829,0.926185767455513,0.961354732080986,All_annotated,alpha_interaction,4,20214
LINC00427,-4.18043369059176,0.636929145370947,0.620497725506972,0.431853030678357,0.651891357040722,All_annotated,alpha_interaction,4,20214
LINC00430,1.19187804123114,0.824385972646126,0.389507715388645,0.533294436465137,0.720204017818431,All_annotated,alpha_interaction,4,20214
LINC00433,1.03506398318211,1.22366572336546,0.318834438545836,0.572967913946004,0.746515787056338,All_annotated,alpha_interaction,4,20214
LINC00440,0.413773641214632,1.23814990848194,0.0577750928552982,0.81030295391159,0.894100478997902,All_annotated,alpha_interaction,4,20214
LINC00448,-5.50062724310025,1.58134598211849,1.6759866876638,0.197042801249855,0.445727751171057,All_annotated,alpha_interaction,4,20214
LINC00457,0.576300243732821,2.01701780277009,0.294895880981496,0.587725699730548,0.756609813676812,All_annotated,alpha_interaction,4,20214
LINC00461,2.63458299559242,3.45172809196275,10.131550048573,0.00169979429025151,0.0161075636857994,All_annotated,alpha_interaction,4,20214
LINC00466,1.67271127572809,1.61919113094306,2.1342452793239,0.145650004539951,0.382012351339117,All_annotated,alpha_interaction,4,20214
LINC00467,-3.17144806946267,3.60281308669897,8.01112425413054,0.0051491614251101,0.0380358367047712,All_annotated,alpha_interaction,4,20214
LINC00469,0.380621545923981,1.54230044502371,0.0502016314120661,0.822950938708162,0.901388798431145,All_annotated,alpha_interaction,4,20214
LINC00470,0.350613718999898,0.812825635915508,0.0393490689460735,0.84296973143325,0.912585162338888,All_annotated,alpha_interaction,4,20214
LINC00471,-1.05095431682534,2.98498032111475,1.01578076850807,0.314791162733681,0.561799701774369,All_annotated,alpha_interaction,4,20214
LINC00484,-4.97081816964789,0.751914269339544,1.08397336508743,0.299134742065638,0.548354917576386,All_annotated,alpha_interaction,4,20214
LINC00486,1.09073233714622,12.942077491497,42.6505550016231,5.87832175635458e-10,3.30987175439976e-08,All_annotated,alpha_interaction,4,20214
LINC00488,-4.96889803649454,1.17826625328793,1.14888581209547,0.28515849222399,0.536553454511377,All_annotated,alpha_interaction,4,20214
LINC00491,2.66693555737101,0.425882713528876,1.58840414228266,0.209089866063358,0.459756614011173,All_annotated,alpha_interaction,4,20214
LINC00499,0.880961202891294,3.31004033779836,1.51313603671574,0.220164589006279,0.471591289835002,All_annotated,alpha_interaction,4,20214
LINC00501,1.07170921556754,1.21574969418277,0.342631187028794,0.558999628636813,0.737332364976478,All_annotated,alpha_interaction,4,20214
LINC00502,1.27091144255342,0.843176933718842,0.458765812567363,0.499015612555497,0.697731313010778,All_annotated,alpha_interaction,4,20214
LINC00504,1.33415668815775,3.42247361121565,5.28320566792012,0.0226187862470521,0.114332619454341,All_annotated,alpha_interaction,4,20214
LINC00506,2.41295118757152,0.288823099577306,1.23539837700941,0.267721857742989,0.520268755047947,All_annotated,alpha_interaction,4,20214
LINC00507,1.25604749941772,3.39234521659059,1.27602690755322,0.260034836319359,0.513205440753231,All_annotated,alpha_interaction,4,20214
LINC00508,0.180632086712966,3.07851649438751,0.0322313673004034,0.857709181210605,0.92226891797389,All_annotated,alpha_interaction,4,20214
LINC00511,1.1110355985501,4.05536924827522,2.91061964325228,0.0896207670758468,0.284707557075463,All_annotated,alpha_interaction,4,20214
LINC00513,-1.6793474867464,4.56339533588544,6.62700443255927,0.0107978733272846,0.0665451864139422,All_annotated,alpha_interaction,4,20214
LINC00528,-1.40233761029208,6.51034165525153,16.2263721588563,8.1263618977721e-05,0.00125651322416144,All_annotated,alpha_interaction,4,20214
LINC00529,-0.679310845398294,0.285841903769726,0.0466146240762564,0.829295750119117,0.904564229058268,All_annotated,alpha_interaction,4,20214
LINC00534,1.08721348348598,3.45046999859902,2.3757836725992,0.124881670370495,0.349440487938701,All_annotated,alpha_interaction,4,20214
LINC00536,-1.12082204496803,3.05863515371446,0.629704331895508,0.428450166612177,0.650181185063312,All_annotated,alpha_interaction,4,20214
LINC00539,0.250297109356183,1.226199191658,0.0210645455755451,0.88475486083132,0.937330791447481,All_annotated,alpha_interaction,4,20214
LINC00540,3.77165740759988,2.50758124766272,21.9569577997872,5.25414473408469e-06,0.000112986469845519,All_annotated,alpha_interaction,4,20214
LINC00544,-2.43655183362982,0.56770147336047,0.189861258078872,0.663528870290452,0.802331314473362,All_annotated,alpha_interaction,4,20214
LINC00551,-0.362638788134936,1.7168156850737,0.0482399247142147,0.82638793567737,0.903238902638252,All_annotated,alpha_interaction,4,20214
LINC00558,3.78162557995383,1.41149320340567,7.6695098399873,0.00615757826137147,0.0434252571256316,All_annotated,alpha_interaction,4,20214
LINC00570,1.85310006476414,1.32157424543358,0.893237162675928,0.345785201397102,0.589404505724492,All_annotated,alpha_interaction,4,20214
LINC00571,1.34728384182733,2.55228878581304,2.24004529553385,0.136106131809483,0.367267599352572,All_annotated,alpha_interaction,4,20214
LINC00574,3.1285370626235,0.537379483495836,2.0165101618263,0.157212145729776,0.397527158028493,All_annotated,alpha_interaction,4,20214
LINC00578,-0.372023768492034,4.69565548327685,0.533391500439677,0.466083970203938,0.676437490932108,All_annotated,alpha_interaction,4,20214
LINC00581,0.560518828880596,1.05955591339983,0.107007430412148,0.743935247155536,0.853408267748822,All_annotated,alpha_interaction,4,20214
LINC00582,-3.38293108756414,0.463932093938505,0.356667136054023,0.551076973521946,0.731464307753143,All_annotated,alpha_interaction,4,20214
LINC00589,-0.0305808621305225,1.69880649939451,0.000379051440410842,0.98448703110141,0.992688225005432,All_annotated,alpha_interaction,4,20214
LINC00592,0.214184143840671,1.01680491308613,0.0158220489910291,0.900032880641995,0.945694180751496,All_annotated,alpha_interaction,4,20214
LINC00595,-1.02929251259717,4.52101438616176,4.97166029447452,0.0269356384356812,0.128474987102138,All_annotated,alpha_interaction,4,20214
LINC00598,0.443841691754903,3.40123334244378,0.191204261394738,0.662401800844431,0.801735824338024,All_annotated,alpha_interaction,4,20214
LINC00603,1.79941611079411,2.29351756765962,3.17051784687762,0.0765367131274657,0.258628070738648,All_annotated,alpha_interaction,4,20214
LINC00604,-5.87752229758771,1.12099296558041,2.02168259139097,0.156721586454665,0.396988740425388,All_annotated,alpha_interaction,4,20214
LINC00607,2.2637574761606,2.33843018873007,5.50946182444344,0.0199226185328085,0.104335022979511,All_annotated,alpha_interaction,4,20214
LINC00609,1.86352501350421,3.27459043084662,2.56631691149831,0.110790763922467,0.326366147177024,All_annotated,alpha_interaction,4,20214
LINC00613,3.50825985308705,2.7577502374424,28.3948007685165,2.78390653461836e-07,8.384071411624e-06,All_annotated,alpha_interaction,4,20214
LINC00616,0.875736545701148,2.6549059343936,0.45550220686726,0.500534686697935,0.699033311932573,All_annotated,alpha_interaction,4,20214
LINC00620,1.95749457876033,2.0747619579395,4.89471677511748,0.0281047843899521,0.132334058154785,All_annotated,alpha_interaction,4,20214
LINC00621,0.1047741419693,1.42667444024969,0.00437371912492501,0.947340100374852,0.972501792137385,All_annotated,alpha_interaction,4,20214
LINC00623,-0.510676688711443,4.77072470223099,1.0791398207494,0.300206557866836,0.549239742048776,All_annotated,alpha_interaction,4,20214
LINC00624,1.25868184917375,2.38584677883464,1.62837708426742,0.203447248496282,0.453563424861127,All_annotated,alpha_interaction,4,20214
LINC00628,-3.11403690856561,0.484782253962968,0.295475889448788,0.587372433246058,0.75620319505992,All_annotated,alpha_interaction,4,20214
LINC00630,-6.10485483034271,1.31682311258165,2.50451275606961,0.115217747980632,0.333908467050967,All_annotated,alpha_interaction,4,20214
LINC00632,1.71867725456373,1.33046309824094,1.48875646884573,0.223895709912791,0.475389864909654,All_annotated,alpha_interaction,4,20214
LINC00635,-5.32692546577839,1.14076565604642,1.45157038775919,0.229789152671677,0.482580880224323,All_annotated,alpha_interaction,4,20214
LINC00636,0.416197332856792,3.16764754555132,0.0539753205914781,0.816533527396236,0.897764956365924,All_annotated,alpha_interaction,4,20214
LINC00639,-0.00455904495272536,2.04579046272341,1.69975302316844e-05,0.996714724977231,0.998938541855806,All_annotated,alpha_interaction,4,20214
LINC00640,-5.49201824591532,1.12742359698569,1.63679356551802,0.202330056737948,0.452172445207394,All_annotated,alpha_interaction,4,20214
LINC00641,-2.21788568767625,5.00764957559442,13.5434826308683,0.000302617582059989,0.00385208551874094,All_annotated,alpha_interaction,4,20214
LINC00649,1.16353432250691,2.6826490220367,1.73381194489287,0.189479875594007,0.437931192002888,All_annotated,alpha_interaction,4,20214
LINC00654,0.403426675924452,3.983045410828,0.425417900351684,0.515030048559314,0.708638084103894,All_annotated,alpha_interaction,4,20214
LINC00656,-6.55767330531955,0.955193970854947,3.15113480010508,0.0774694208867879,0.260560211947676,All_annotated,alpha_interaction,4,20214
LINC00658,-1.41922312314713,2.6688351306374,1.04268819107084,0.308481745237861,0.557003126238331,All_annotated,alpha_interaction,4,20214
LINC00659,0.0739559647295045,1.38485209517154,0.00187811024498598,0.965477733563611,0.982538735651958,All_annotated,alpha_interaction,4,20214
LINC00662,-2.69416524070471,3.22002142851471,8.52161464130143,0.00393172870793181,0.0309485841519212,All_annotated,alpha_interaction,4,20214
LINC00664,-2.25159234331995,4.49013890156094,10.8719447627394,0.00116350635705627,0.0118723460381299,All_annotated,alpha_interaction,4,20214
LINC00665,3.72527537592795,0.210685908847782,4.30498034699753,0.0393058773228713,0.167128524233176,All_annotated,alpha_interaction,4,20214
LINC00667,3.61321098680771,0.837898113297096,8.02523531922906,0.00510101195427907,0.0378388065663672,All_annotated,alpha_interaction,4,20214
LINC00670,3.40747181309408,1.15665667430775,7.88662796084103,0.00548964209096883,0.0397712347696385,All_annotated,alpha_interaction,4,20214
LINC00671,-6.18957791531504,1.41713027272833,2.65533206628336,0.104867905599962,0.315211872683662,All_annotated,alpha_interaction,4,20214
LINC00672,-0.535559727859934,3.85278269203744,0.805648130291532,0.370532574637976,0.607604888758989,All_annotated,alpha_interaction,4,20214
LINC00677,-7.61459004683218,2.47087964114838,6.93836371138154,0.00914330793385565,0.0587671944594461,All_annotated,alpha_interaction,4,20214
LINC00681,2.83873774687377,0.591696656319254,1.76738747534441,0.185291922315764,0.432205275523986,All_annotated,alpha_interaction,4,20214
LINC00683,-1.52542263125743,3.27906703808501,2.34340665180018,0.127450708663426,0.353206556748354,All_annotated,alpha_interaction,4,20214
LINC00685,-2.25660489330765,3.0548914889923,3.05941298843887,0.081883723787031,0.269488373922345,All_annotated,alpha_interaction,4,20214
LINC00686,0.626148196539864,0.771520907469639,0.119928452273008,0.729490707450264,0.84468687927591,All_annotated,alpha_interaction,4,20214
LINC00687,-4.54859748443589,1.0258290586285,0.876070544934049,0.35047894882875,0.592604054506429,All_annotated,alpha_interaction,4,20214
LINC00698,1.45360311258078,2.16120454327893,1.07589328619077,0.300905068773941,0.549810444435149,All_annotated,alpha_interaction,4,20214
LINC00710,-2.35445689360509,0.857081545348486,0.174518954601413,0.676601410867699,0.810676630278211,All_annotated,alpha_interaction,4,20214
LINC00824,1.49103504059353,2.87119921664598,3.39796246026482,0.066812502071194,0.237104620236502,All_annotated,alpha_interaction,4,20214
LINC00836,2.4083502307938,1.00356564299693,2.55850527909368,0.111343797887649,0.327279850298232,All_annotated,alpha_interaction,4,20214
LINC00840,1.92648586411796,1.18372962321218,0.973382807456596,0.325080210012846,0.572045552817227,All_annotated,alpha_interaction,4,20214
LINC00844,2.53278166429641,1.01195148448212,2.73941755656822,0.0995125087693878,0.304226535430188,All_annotated,alpha_interaction,4,20214
LINC00845,0.268813974021651,1.27910185635409,0.0259713345565105,0.872140964452751,0.929044128891229,All_annotated,alpha_interaction,4,20214
LINC00847,-1.31847650448321,4.16908683797662,4.36850042731836,0.0379247485350012,0.163178132585465,All_annotated,alpha_interaction,4,20214
LINC00852,-0.748410732458432,2.93436982685859,0.680235463913447,0.410521218798413,0.63769122545079,All_annotated,alpha_interaction,4,20214
LINC00853,-2.38223137951551,0.840716227826348,0.18161891572254,0.67047155423426,0.806576920626753,All_annotated,alpha_interaction,4,20214
LINC00858,1.76130253453042,0.88161645313978,1.49122458806183,0.22351466634655,0.475142019721229,All_annotated,alpha_interaction,4,20214
LINC00861,1.85157228662211,3.56727392342064,7.61605484473759,0.00634631983483104,0.044512321006688,All_annotated,alpha_interaction,4,20214
LINC00862,-0.414721461234532,7.26101678970643,2.34869245499145,0.127059323903314,0.352460158279344,All_annotated,alpha_interaction,4,20214
LINC00863,-0.855499375714027,2.33761086968717,0.336328382925228,0.562637439295842,0.739823922990922,All_annotated,alpha_interaction,4,20214
LINC00867,0.406495602528285,0.639133703522855,0.0468579334990869,0.828852430702665,0.904422296044462,All_annotated,alpha_interaction,4,20214
LINC00869,1.66038008075144,4.93120044296115,11.5164754894888,0.000839833207999171,0.00911728703893408,All_annotated,alpha_interaction,4,20214
LINC00870,2.47067572863764,1.11112627573242,1.44608081960372,0.230651396050397,0.48344953543786,All_annotated,alpha_interaction,4,20214
LINC00871,2.17660533959774,3.8059445660325,11.0005478973349,0.00109096238838796,0.011309083958397,All_annotated,alpha_interaction,4,20214
LINC00877,-1.40026850087522,7.84358663377688,28.3930842702622,2.79794032434422e-07,8.40379876913732e-06,All_annotated,alpha_interaction,4,20214
LINC00879,-5.69845237161034,2.49885624852382,1.94400111888524,0.164886156345186,0.406861421430859,All_annotated,alpha_interaction,4,20214
LINC00880,-5.20051786633873,1.10522673970456,1.3199062611261,0.252064064004148,0.504774799114067,All_annotated,alpha_interaction,4,20214
LINC00882,0.106517052994149,3.73118269160411,0.0255816883855019,0.873094507408635,0.929845169893087,All_annotated,alpha_interaction,4,20214
LINC00885,1.47314288222514,0.569622078711246,0.91339549341151,0.340392547688712,0.585542228126026,All_annotated,alpha_interaction,4,20214
LINC00886,1.38144382007333,2.59087889758412,1.92856977527908,0.166504393234689,0.409344038673027,All_annotated,alpha_interaction,4,20214
LINC00891,-2.74971351644763,1.04457527273444,0.237940446377021,0.62626623104864,0.779486404314584,All_annotated,alpha_interaction,4,20214
LINC00903,4.66093902755133,0.314465947622831,6.28705174619665,0.0129773957177478,0.0765912633689206,All_annotated,alpha_interaction,4,20214
LINC00906,-3.55080721298023,0.721848823255063,0.429494964824054,0.513037889662231,0.707645711472695,All_annotated,alpha_interaction,4,20214
LINC00907,0.460886878001366,3.34100463316273,0.263925641296735,0.608023024842213,0.768353177304357,All_annotated,alpha_interaction,4,20214
LINC00910,-1.13493499260173,3.39220743593268,1.69902743435765,0.193961696178329,0.442671528344669,All_annotated,alpha_interaction,4,20214
LINC00921,-1.21270658886756,3.13332810313525,1.95925147795141,0.163199119677439,0.404608707859694,All_annotated,alpha_interaction,4,20214
LINC00922,0.321494265942452,2.26399997261067,0.0668252137926855,0.796290073232489,0.885672253786812,All_annotated,alpha_interaction,4,20214
LINC00923,2.28537159867601,2.82604681660328,7.02498827588586,0.00870641545992525,0.0565162113381275,All_annotated,alpha_interaction,4,20214
LINC00924,0.881790228740049,2.50437854532497,0.468302451976181,0.494585686024993,0.694480539679372,All_annotated,alpha_interaction,4,20214
LINC00937,-1.03893837197522,6.62418951876732,9.26432552867251,0.00266861978182723,0.0229156670645096,All_annotated,alpha_interaction,4,20214
LINC00938,0.850373462376409,1.9608660614086,0.223188451448451,0.637156696878009,0.786773700103364,All_annotated,alpha_interaction,4,20214
LINC00939,1.99488877882587,0.269455460706252,0.883305838849407,0.348465651582159,0.591096825043648,All_annotated,alpha_interaction,4,20214
LINC00954,1.35249893821305,1.97075534464106,1.43420438459337,0.232540423554134,0.485295490576427,All_annotated,alpha_interaction,4,20214
LINC00957,-3.95666156130646,0.537843734327171,0.507974102757492,0.476906356258132,0.683604104765415,All_annotated,alpha_interaction,4,20214
LINC00958,-2.89216742236613,0.557852501636739,0.25836734941112,0.611844823763785,0.770181741029464,All_annotated,alpha_interaction,4,20214
LINC00960,1.9945083713044,2.05060365930144,1.96293535518076,0.162798800076804,0.40448110437529,All_annotated,alpha_interaction,4,20214
LINC00963,-0.889640674444597,7.24423011118662,10.4381606348213,0.00145593824791327,0.0141969781685089,All_annotated,alpha_interaction,4,20214
LINC00964,0.339164432966364,2.69510243462208,0.107099376711843,0.743823723920916,0.853377192538589,All_annotated,alpha_interaction,4,20214
LINC00968,-4.46266930203607,1.21292899570201,0.838888863198042,0.360881305756304,0.60031642266397,All_annotated,alpha_interaction,4,20214
LINC00971,2.5600760700954,3.11479902409355,6.62500685734678,0.0108048249826353,0.066566112326753,All_annotated,alpha_interaction,4,20214
LINC00972,2.14515082836014,0.636501239243613,1.11536262936075,0.292240740001937,0.542537419348121,All_annotated,alpha_interaction,4,20214
LINC00989,1.04928260659939,1.51266573883216,0.60559134075125,0.43739387835248,0.656383062881739,All_annotated,alpha_interaction,4,20214
LINC00992,1.05177564593758,1.57760942553112,0.638389732462007,0.4252708207338,0.648101957954842,All_annotated,alpha_interaction,4,20214
LINC01001,0.116447670935335,4.12143973425266,0.0584762717876629,0.809181179496065,0.893587489663909,All_annotated,alpha_interaction,4,20214
LINC01002,-0.646342921353709,2.29754466105096,0.343598101746406,0.558443776565761,0.736990489364914,All_annotated,alpha_interaction,4,20214
LINC01003,-1.69546850477755,4.67656096119829,9.64768973749045,0.00218438528541926,0.0197209308438878,All_annotated,alpha_interaction,4,20214
LINC01004,-0.986734768144365,7.38798328021805,12.6994274115905,0.000463041440004049,0.0054864710833774,All_annotated,alpha_interaction,4,20214
LINC01010,-1.53424006801485,7.15015602401709,24.5603875460368,1.59315309015862e-06,3.98564313916662e-05,All_annotated,alpha_interaction,4,20214
LINC01013,-5.38086414703573,1.66853168482,1.58043366880125,0.210254589045688,0.461314041351301,All_annotated,alpha_interaction,4,20214
LINC01019,1.17718719500229,4.2398735816915,4.25157860170057,0.0405739109350685,0.170653565468472,All_annotated,alpha_interaction,4,20214
LINC01020,-4.02515864673017,1.61136906814635,0.627273244696402,0.42935168713998,0.650690883479349,All_annotated,alpha_interaction,4,20214
LINC01031,-7.18075171186163,2.31062379301621,5.03702979521341,0.0259785512691347,0.125209927361537,All_annotated,alpha_interaction,4,20214
LINC01033,-1.62917995060366,4.74196778303218,5.08522029812955,0.0252535233351028,0.123290340653635,All_annotated,alpha_interaction,4,20214
LINC01036,0.619457318582319,3.80587923857902,0.778556750161426,0.378689231327478,0.613412960559023,All_annotated,alpha_interaction,4,20214
LINC01058,1.46115768925474,2.02004234138008,2.01893172673657,0.156952212997721,0.397198810239385,All_annotated,alpha_interaction,4,20214
LINC01060,-6.20336033493546,2.75193443607013,2.73387929430759,0.0999206238321549,0.305105058934015,All_annotated,alpha_interaction,4,20214
LINC01076,2.06654094150945,0.922626939994185,1.87559582122621,0.172416182606972,0.41734172137676,All_annotated,alpha_interaction,4,20214
LINC01081,3.86132709874764,1.24225760778626,10.2793219584742,0.00157322404663882,0.015085934951972,All_annotated,alpha_interaction,4,20214
LINC01088,0.801821313541187,3.27553123595102,0.741743077203903,0.390167983402419,0.621747334182782,All_annotated,alpha_interaction,4,20214
LINC01089,3.09359788531693,0.323845023368543,3.28039358242737,0.0716402692950825,0.24822358648111,All_annotated,alpha_interaction,4,20214
LINC01090,0.911015711254305,3.61488630423953,1.40040739796778,0.238120950667893,0.490860381072892,All_annotated,alpha_interaction,4,20214
LINC01091,1.66913719458606,3.5246053863524,5.07500334241459,0.0254086035696647,0.123722686306302,All_annotated,alpha_interaction,4,20214
LINC01093,-7.41008966019454,4.0478652163408,6.11191278987549,0.01432472405098,0.0818891323434701,All_annotated,alpha_interaction,4,20214
LINC01094,-1.33764774977813,6.04664604914698,14.2219903802083,0.00021707054549476,0.00292144370541466,All_annotated,alpha_interaction,4,20214
LINC01095,-0.48368197474801,2.90305140866861,0.247204311309844,0.619617139062532,0.77505822085458,All_annotated,alpha_interaction,4,20214
