DonorID,ConditionCode,program,value,cells,population,version
Donor1,NNAMPT,Hypoxia_glycolysis,-0.137007090288233,63,Resolved,identity_markers_removed
Donor4,NNAMPT,Hypoxia_glycolysis,-0.135190174708688,233,Resolved,identity_markers_removed
Donor4,N,Hypoxia_glycolysis,-0.0995245357054322,234,Resolved,identity_markers_removed
Donor5,N,Hypoxia_glycolysis,-0.118306254728075,61,Resolved,identity_markers_removed
Donor3,N,Hypoxia_glycolysis,-0.0583488600332355,102,Resolved,identity_markers_removed
Donor3,NNAMPT,Hypoxia_glycolysis,-0.0349314587090944,42,Resolved,identity_markers_removed
Donor2,N,Hypoxia_glycolysis,-0.175672697704045,47,Resolved,identity_markers_removed
Donor6,NNAMPT,Hypoxia_glycolysis,-0.223910534034469,13,Resolved,identity_markers_removed
Donor4,UF,Hypoxia_glycolysis,0.0259146059553515,3393,Resolved,identity_markers_removed
Donor4,UN,Hypoxia_glycolysis,0.0933388140021617,1239,Resolved,identity_markers_removed
Donor3,UN,Hypoxia_glycolysis,0.0650389386449306,2554,Resolved,identity_markers_removed
Donor2,UF,Hypoxia_glycolysis,0.0199712912374524,720,Resolved,identity_markers_removed
Donor3,UF,Hypoxia_glycolysis,0.0431645959361038,2349,Resolved,identity_markers_removed
Donor2,UN,Hypoxia_glycolysis,0.00231643465914035,461,Resolved,identity_markers_removed
Donor6,UF,Hypoxia_glycolysis,0.0236636334951858,369,Resolved,identity_markers_removed
Donor1,UF,Hypoxia_glycolysis,0.00504550746138982,140,Resolved,identity_markers_removed
Donor5,UF,Hypoxia_glycolysis,0.0410503906724549,28,Resolved,identity_markers_removed
Donor1,UN,Hypoxia_glycolysis,0.0769197019958013,87,Resolved,identity_markers_removed
Donor6,UN,Hypoxia_glycolysis,0.00179174146906463,54,Resolved,identity_markers_removed
Donor5,UN,Hypoxia_glycolysis,0.0507759158781906,26,Resolved,identity_markers_removed
Donor4,UD,Hypoxia_glycolysis,0.122526465659644,1847,Resolved,identity_markers_removed
Donor4,UA5,Hypoxia_glycolysis,0.109220615439794,1576,Resolved,identity_markers_removed
Donor5,UD,Hypoxia_glycolysis,-0.0395437617416423,1184,Resolved,identity_markers_removed
Donor2,UD,Hypoxia_glycolysis,-0.00940724007699797,946,Resolved,identity_markers_removed
Donor3,UA5,Hypoxia_glycolysis,0.120535579920164,2053,Resolved,identity_markers_removed
Donor1,UA5,Hypoxia_glycolysis,0.000109420803410075,1402,Resolved,identity_markers_removed
Donor2,UA5,Hypoxia_glycolysis,-0.0170149566313972,944,Resolved,identity_markers_removed
Donor6,UD,Hypoxia_glycolysis,0.0258794575979534,481,Resolved,identity_markers_removed
Donor3,UD,Hypoxia_glycolysis,0.0860674461645392,1516,Resolved,identity_markers_removed
Donor6,UA5,Hypoxia_glycolysis,-0.0384372744871371,510,Resolved,identity_markers_removed
Donor1,UD,Hypoxia_glycolysis,0.017570271753551,200,Resolved,identity_markers_removed
Donor5,UA5,Hypoxia_glycolysis,-0.133604325385512,4,Resolved,identity_markers_removed
Donor4,CF,Hypoxia_glycolysis,0.124103511038284,2848,Resolved,identity_markers_removed
Donor3,NA5,Hypoxia_glycolysis,0.135634591381604,3913,Resolved,identity_markers_removed
Donor2,NA5,Hypoxia_glycolysis,0.0372729243211533,1148,Resolved,identity_markers_removed
Donor5,NA5,Hypoxia_glycolysis,0.0322197712082581,2536,Resolved,identity_markers_removed
Donor3,CF,Hypoxia_glycolysis,0.132606647208838,3355,Resolved,identity_markers_removed
Donor6,CF,Hypoxia_glycolysis,0.0148176495043037,1249,Resolved,identity_markers_removed
Donor1,CF,Hypoxia_glycolysis,0.0191194686779442,1253,Resolved,identity_markers_removed
Donor4,NA5,Hypoxia_glycolysis,0.122052694090094,1580,Resolved,identity_markers_removed
Donor1,NA5,Hypoxia_glycolysis,0.0783190660496138,71,Resolved,identity_markers_removed
Donor5,CF,Hypoxia_glycolysis,0.103179351108909,11,Resolved,identity_markers_removed
Donor2,CF,Hypoxia_glycolysis,0.116462983391199,22,Resolved,identity_markers_removed
Donor6,NA5,Hypoxia_glycolysis,-0.284430339070217,1,Resolved,identity_markers_removed
Donor1,N,ER_stress,-0.213482740274774,55,Resolved,identity_markers_removed
Donor6,N,ER_stress,-0.236916323170801,801,Resolved,identity_markers_removed
Donor5,NNAMPT,ER_stress,-0.266498343236479,41,Resolved,identity_markers_removed
Donor2,NNAMPT,ER_stress,-0.290021303907306,215,Resolved,identity_markers_removed
Donor1,NNAMPT,ER_stress,-0.219340540238667,63,Resolved,identity_markers_removed
Donor4,NNAMPT,ER_stress,-0.189865942320741,233,Resolved,identity_markers_removed
Donor4,N,ER_stress,-0.177615236013978,234,Resolved,identity_markers_removed
Donor5,N,ER_stress,-0.307334687816641,61,Resolved,identity_markers_removed
Donor3,N,ER_stress,-0.209661343911251,102,Resolved,identity_markers_removed
Donor3,NNAMPT,ER_stress,-0.187988746883946,42,Resolved,identity_markers_removed
Donor2,N,ER_stress,-0.14783651056173,47,Resolved,identity_markers_removed
Donor6,NNAMPT,ER_stress,-0.315229564304776,13,Resolved,identity_markers_removed
Donor4,UF,ER_stress,0.118970529402728,3393,Resolved,identity_markers_removed
Donor4,UN,ER_stress,0.147088612167758,1239,Resolved,identity_markers_removed
Donor3,UN,ER_stress,0.142532694872588,2554,Resolved,identity_markers_removed
Donor2,UF,ER_stress,0.0937614785734558,720,Resolved,identity_markers_removed
Donor3,UF,ER_stress,0.138318465418911,2349,Resolved,identity_markers_removed
Donor2,UN,ER_stress,0.118367540424837,461,Resolved,identity_markers_removed
Donor6,UF,ER_stress,0.00581331252342254,369,Resolved,identity_markers_removed
Donor1,UF,ER_stress,0.101041701044138,140,Resolved,identity_markers_removed
Donor5,UF,ER_stress,0.0721184544759405,28,Resolved,identity_markers_removed
Donor1,UN,ER_stress,0.108634201897362,87,Resolved,identity_markers_removed
Donor6,UN,ER_stress,0.134589906342026,54,Resolved,identity_markers_removed
Donor5,UN,ER_stress,0.103934510473641,26,Resolved,identity_markers_removed
Donor4,UD,ER_stress,0.129000887847986,1847,Resolved,identity_markers_removed
Donor4,UA5,ER_stress,0.107632188185473,1576,Resolved,identity_markers_removed
Donor5,UD,ER_stress,-0.105919230760942,1184,Resolved,identity_markers_removed
Donor2,UD,ER_stress,-0.0930624759020302,946,Resolved,identity_markers_removed
Donor3,UA5,ER_stress,0.106755487533226,2053,Resolved,identity_markers_removed
Donor1,UA5,ER_stress,-0.0609850601528056,1402,Resolved,identity_markers_removed
Donor2,UA5,ER_stress,-0.0802300192262829,944,Resolved,identity_markers_removed
Donor6,UD,ER_stress,-0.155063047118675,481,Resolved,identity_markers_removed
Donor3,UD,ER_stress,0.0855132186579184,1516,Resolved,identity_markers_removed
Donor6,UA5,ER_stress,-0.148418128239243,510,Resolved,identity_markers_removed
Donor1,UD,ER_stress,0.0244334591896222,200,Resolved,identity_markers_removed
Donor5,UA5,ER_stress,0.350214356675035,4,Resolved,identity_markers_removed
Donor4,CF,ER_stress,0.207062002928008,2848,Resolved,identity_markers_removed
Donor3,NA5,ER_stress,0.17652398491198,3913,Resolved,identity_markers_removed
Donor2,NA5,ER_stress,0.023643021768189,1148,Resolved,identity_markers_removed
Donor5,NA5,ER_stress,0.0109337496126832,2536,Resolved,identity_markers_removed
Donor3,CF,ER_stress,0.204252593309746,3355,Resolved,identity_markers_removed
Donor6,CF,ER_stress,0.0208948972094722,1249,Resolved,identity_markers_removed
Donor1,CF,ER_stress,0.0168772735728261,1253,Resolved,identity_markers_removed
Donor4,NA5,ER_stress,0.222916915117846,1580,Resolved,identity_markers_removed
Donor1,NA5,ER_stress,0.042589930577823,71,Resolved,identity_markers_removed
Donor5,CF,ER_stress,0.206778167563431,11,Resolved,identity_markers_removed
Donor2,CF,ER_stress,0.106957965727095,22,Resolved,identity_markers_removed
Donor6,NA5,ER_stress,0.0478355537898678,1,Resolved,identity_markers_removed
Donor1,N,Proliferation_stress,-0.0551943918247099,55,Resolved,identity_markers_removed
Donor6,N,Proliferation_stress,0.0630825169385753,801,Resolved,identity_markers_removed
Donor5,NNAMPT,Proliferation_stress,-0.101143618491949,41,Resolved,identity_markers_removed
Donor2,NNAMPT,Proliferation_stress,-0.00977912362716826,215,Resolved,identity_markers_removed
Donor1,NNAMPT,Proliferation_stress,-0.159039812151717,63,Resolved,identity_markers_removed
Donor4,NNAMPT,Proliferation_stress,-0.0699757909467337,233,Resolved,identity_markers_removed
Donor4,N,Proliferation_stress,-0.0403724473294981,234,Resolved,identity_markers_removed
Donor5,N,Proliferation_stress,-0.0795630415973181,61,Resolved,identity_markers_removed
Donor3,N,Proliferation_stress,-0.0479273295798185,102,Resolved,identity_markers_removed
Donor3,NNAMPT,Proliferation_stress,0.119584926551215,42,Resolved,identity_markers_removed
Donor2,N,Proliferation_stress,-0.114988127214177,47,Resolved,identity_markers_removed
Donor6,NNAMPT,Proliferation_stress,0.0678661244827945,13,Resolved,identity_markers_removed
Donor4,UF,Proliferation_stress,-0.00860431421510332,3393,Resolved,identity_markers_removed
Donor4,UN,Proliferation_stress,0.042409489441198,1239,Resolved,identity_markers_removed
Donor3,UN,Proliferation_stress,0.0485828049582374,2554,Resolved,identity_markers_removed
Donor2,UF,Proliferation_stress,0.00803314632818742,720,Resolved,identity_markers_removed
Donor3,UF,Proliferation_stress,0.0110012865541912,2349,Resolved,identity_markers_removed
Donor2,UN,Proliferation_stress,0.0393262343395984,461,Resolved,identity_markers_removed
Donor6,UF,Proliferation_stress,0.0654430457999827,369,Resolved,identity_markers_removed
Donor1,UF,Proliferation_stress,-0.0173447868077495,140,Resolved,identity_markers_removed
Donor5,UF,Proliferation_stress,0.0948347626164625,28,Resolved,identity_markers_removed
Donor1,UN,Proliferation_stress,0.124247163516519,87,Resolved,identity_markers_removed
Donor6,UN,Proliferation_stress,-0.0332961565649252,54,Resolved,identity_markers_removed
Donor5,UN,Proliferation_stress,0.119297270310473,26,Resolved,identity_markers_removed
Donor4,UD,Proliferation_stress,0.0561835838906977,1847,Resolved,identity_markers_removed
Donor4,UA5,Proliferation_stress,0.0360568853716524,1576,Resolved,identity_markers_removed
Donor5,UD,Proliferation_stress,0.0336515402331077,1184,Resolved,identity_markers_removed
Donor2,UD,Proliferation_stress,0.00630572916399021,946,Resolved,identity_markers_removed
Donor3,UA5,Proliferation_stress,0.0415744128499563,2053,Resolved,identity_markers_removed
Donor1,UA5,Proliferation_stress,0.022011132769735,1402,Resolved,identity_markers_removed
Donor2,UA5,Proliferation_stress,0.0231987023103441,944,Resolved,identity_markers_removed
Donor6,UD,Proliferation_stress,0.0108300275837484,481,Resolved,identity_markers_removed
Donor3,UD,Proliferation_stress,0.0351229068488947,1516,Resolved,identity_markers_removed
Donor6,UA5,Proliferation_stress,-0.00728403156735569,510,Resolved,identity_markers_removed
Donor1,UD,Proliferation_stress,0.0845161336271927,200,Resolved,identity_markers_removed
Donor5,UA5,Proliferation_stress,0.0172072241626164,4,Resolved,identity_markers_removed
Donor4,CF,Proliferation_stress,-0.00896650022308798,2848,Resolved,identity_markers_removed
Donor3,NA5,Proliferation_stress,-0.0056478008135493,3913,Resolved,identity_markers_removed
Donor2,NA5,Proliferation_stress,-0.0243722284075372,1148,Resolved,identity_markers_removed
Donor5,NA5,Proliferation_stress,-0.0417979398316361,2536,Resolved,identity_markers_removed
Donor3,CF,Proliferation_stress,-0.0119904320550751,3355,Resolved,identity_markers_removed
Donor6,CF,Proliferation_stress,-0.0424074841069128,1249,Resolved,identity_markers_removed
Donor1,CF,Proliferation_stress,-0.0379151992546278,1253,Resolved,identity_markers_removed
Donor4,NA5,Proliferation_stress,-0.015477646497562,1580,Resolved,identity_markers_removed
Donor1,NA5,Proliferation_stress,-0.0267302713030806,71,Resolved,identity_markers_removed
Donor5,CF,Proliferation_stress,0.123231573352495,11,Resolved,identity_markers_removed
Donor2,CF,Proliferation_stress,0.0996477226181838,22,Resolved,identity_markers_removed
Donor6,NA5,Proliferation_stress,0.267740754262402,1,Resolved,identity_markers_removed
Donor1,N,Integrin_adhesion,-0.116643608513643,55,Resolved,identity_markers_removed
Donor6,N,Integrin_adhesion,-0.182150183455752,801,Resolved,identity_markers_removed
Donor5,NNAMPT,Integrin_adhesion,-0.234718882799721,41,Resolved,identity_markers_removed
Donor2,NNAMPT,Integrin_adhesion,-0.187247538661483,215,Resolved,identity_markers_removed
Donor1,NNAMPT,Integrin_adhesion,-0.239675919809371,63,Resolved,identity_markers_removed
Donor4,NNAMPT,Integrin_adhesion,-0.148039690632659,233,Resolved,identity_markers_removed
Donor4,N,Integrin_adhesion,-0.194367898448296,234,Resolved,identity_markers_removed
Donor5,N,Integrin_adhesion,-0.193460825946273,61,Resolved,identity_markers_removed
Donor3,N,Integrin_adhesion,-0.0762635237582871,102,Resolved,identity_markers_removed
Donor3,NNAMPT,Integrin_adhesion,-0.0044686625582234,42,Resolved,identity_markers_removed
Donor2,N,Integrin_adhesion,-0.170336923015796,47,Resolved,identity_markers_removed
Donor6,NNAMPT,Integrin_adhesion,-0.335838027585781,13,Resolved,identity_markers_removed
Donor4,UF,Integrin_adhesion,0.0640361012966332,3393,Resolved,identity_markers_removed
Donor4,UN,Integrin_adhesion,0.112666809699691,1239,Resolved,identity_markers_removed
Donor3,UN,Integrin_adhesion,0.109078360049572,2554,Resolved,identity_markers_removed
Donor2,UF,Integrin_adhesion,-0.000634886423818919,720,Resolved,identity_markers_removed
Donor3,UF,Integrin_adhesion,0.0786735814388524,2349,Resolved,identity_markers_removed
Donor2,UN,Integrin_adhesion,-0.00481852063760871,461,Resolved,identity_markers_removed
Donor6,UF,Integrin_adhesion,-0.0033440464083776,369,Resolved,identity_markers_removed
Donor1,UF,Integrin_adhesion,0.0384827981176997,140,Resolved,identity_markers_removed
Donor5,UF,Integrin_adhesion,0.0485917905126555,28,Resolved,identity_markers_removed
Donor1,UN,Integrin_adhesion,-0.100836205717009,87,Resolved,identity_markers_removed
Donor6,UN,Integrin_adhesion,-0.0140355777025642,54,Resolved,identity_markers_removed
Donor5,UN,Integrin_adhesion,-0.0257504066315919,26,Resolved,identity_markers_removed
Donor4,UD,Integrin_adhesion,0.126680849902509,1847,Resolved,identity_markers_removed
Donor4,UA5,Integrin_adhesion,0.109719203378709,1576,Resolved,identity_markers_removed
Donor5,UD,Integrin_adhesion,-0.112186447360033,1184,Resolved,identity_markers_removed
Donor2,UD,Integrin_adhesion,-0.0877226808418407,946,Resolved,identity_markers_removed
Donor3,UA5,Integrin_adhesion,0.118441373646447,2053,Resolved,identity_markers_removed
Donor1,UA5,Integrin_adhesion,-0.0682103468041412,1402,Resolved,identity_markers_removed
Donor2,UA5,Integrin_adhesion,-0.0833081698637791,944,Resolved,identity_markers_removed
Donor6,UD,Integrin_adhesion,-0.102617670814324,481,Resolved,identity_markers_removed
Donor3,UD,Integrin_adhesion,0.0946849028407373,1516,Resolved,identity_markers_removed
Donor6,UA5,Integrin_adhesion,-0.122393313508918,510,Resolved,identity_markers_removed
Donor1,UD,Integrin_adhesion,0.00779153759732412,200,Resolved,identity_markers_removed
Donor5,UA5,Integrin_adhesion,-0.125969588271175,4,Resolved,identity_markers_removed
Donor4,CF,Integrin_adhesion,0.18837087988704,2848,Resolved,identity_markers_removed
Donor3,NA5,Integrin_adhesion,0.184362249551629,3913,Resolved,identity_markers_removed
Donor2,NA5,Integrin_adhesion,0.0013534321584779,1148,Resolved,identity_markers_removed
Donor5,NA5,Integrin_adhesion,0.0198670789256578,2536,Resolved,identity_markers_removed
Donor3,CF,Integrin_adhesion,0.185395751302213,3355,Resolved,identity_markers_removed
Donor6,CF,Integrin_adhesion,0.00765425970443639,1249,Resolved,identity_markers_removed
Donor1,CF,Integrin_adhesion,0.0498960152131828,1253,Resolved,identity_markers_removed
Donor4,NA5,Integrin_adhesion,0.19262192946592,1580,Resolved,identity_markers_removed
Donor1,NA5,Integrin_adhesion,0.0675804788751233,71,Resolved,identity_markers_removed
Donor5,CF,Integrin_adhesion,0.251239371996625,11,Resolved,identity_markers_removed
Donor2,CF,Integrin_adhesion,0.0248613465009074,22,Resolved,identity_markers_removed
Donor6,NA5,Integrin_adhesion,0.892165029859634,1,Resolved,identity_markers_removed
Donor1,N,CXCR4_aging_retention,-0.488281009876052,55,Resolved,identity_markers_removed
Donor6,N,CXCR4_aging_retention,-0.430554143600996,801,Resolved,identity_markers_removed
Donor5,NNAMPT,CXCR4_aging_retention,-0.424192438686935,41,Resolved,identity_markers_removed
Donor2,NNAMPT,CXCR4_aging_retention,-0.443958513169593,215,Resolved,identity_markers_removed
Donor1,NNAMPT,CXCR4_aging_retention,-0.467421914641318,63,Resolved,identity_markers_removed
Donor4,NNAMPT,CXCR4_aging_retention,-0.274508451604614,233,Resolved,identity_markers_removed
Donor4,N,CXCR4_aging_retention,-0.324179819206523,234,Resolved,identity_markers_removed
Donor5,N,CXCR4_aging_retention,-0.548598523137807,61,Resolved,identity_markers_removed
Donor3,N,CXCR4_aging_retention,-0.178947883237184,102,Resolved,identity_markers_removed
Donor3,NNAMPT,CXCR4_aging_retention,0.0253098640697987,42,Resolved,identity_markers_removed
Donor2,N,CXCR4_aging_retention,-0.40294435249773,47,Resolved,identity_markers_removed
Donor6,NNAMPT,CXCR4_aging_retention,-0.689541459799005,13,Resolved,identity_markers_removed
Donor4,UF,CXCR4_aging_retention,0.152106374330211,3393,Resolved,identity_markers_removed
Donor4,UN,CXCR4_aging_retention,0.41675149679951,1239,Resolved,identity_markers_removed
Donor3,UN,CXCR4_aging_retention,0.309242794608003,2554,Resolved,identity_markers_removed
Donor2,UF,CXCR4_aging_retention,0.109111542316764,720,Resolved,identity_markers_removed
Donor3,UF,CXCR4_aging_retention,0.239972422709405,2349,Resolved,identity_markers_removed
Donor2,UN,CXCR4_aging_retention,0.115451303018908,461,Resolved,identity_markers_removed
Donor6,UF,CXCR4_aging_retention,0.0719501605151166,369,Resolved,identity_markers_removed
Donor1,UF,CXCR4_aging_retention,0.0986211645396764,140,Resolved,identity_markers_removed
Donor5,UF,CXCR4_aging_retention,0.212040386860655,28,Resolved,identity_markers_removed
Donor1,UN,CXCR4_aging_retention,0.0734364405031476,87,Resolved,identity_markers_removed
Donor6,UN,CXCR4_aging_retention,0.106841746283965,54,Resolved,identity_markers_removed
Donor5,UN,CXCR4_aging_retention,-0.122372648554656,26,Resolved,identity_markers_removed
Donor4,UD,CXCR4_aging_retention,0.235111959138379,1847,Resolved,identity_markers_removed
Donor4,UA5,CXCR4_aging_retention,0.108735526322734,1576,Resolved,identity_markers_removed
Donor5,UD,CXCR4_aging_retention,-0.161804691107583,1184,Resolved,identity_markers_removed
Donor2,UD,CXCR4_aging_retention,-0.160731812336086,946,Resolved,identity_markers_removed
Donor3,UA5,CXCR4_aging_retention,0.141577278252831,2053,Resolved,identity_markers_removed
Donor1,UA5,CXCR4_aging_retention,-0.125412570442787,1402,Resolved,identity_markers_removed
Donor2,UA5,CXCR4_aging_retention,-0.116590094726515,944,Resolved,identity_markers_removed
Donor6,UD,CXCR4_aging_retention,-0.168395513020617,481,Resolved,identity_markers_removed
Donor3,UD,CXCR4_aging_retention,0.111620446306324,1516,Resolved,identity_markers_removed
Donor6,UA5,CXCR4_aging_retention,-0.177382578277616,510,Resolved,identity_markers_removed
Donor1,UD,CXCR4_aging_retention,-0.0593238528716987,200,Resolved,identity_markers_removed
Donor5,UA5,CXCR4_aging_retention,-0.162277132881676,4,Resolved,identity_markers_removed
Donor4,CF,CXCR4_aging_retention,0.362985721504628,2848,Resolved,identity_markers_removed
Donor3,NA5,CXCR4_aging_retention,0.41764452441791,3913,Resolved,identity_markers_removed
Donor2,NA5,CXCR4_aging_retention,0.130758558815125,1148,Resolved,identity_markers_removed
Donor5,NA5,CXCR4_aging_retention,0.105480448534372,2536,Resolved,identity_markers_removed
Donor3,CF,CXCR4_aging_retention,0.393219984347539,3355,Resolved,identity_markers_removed
Donor6,CF,CXCR4_aging_retention,0.1135531056076,1249,Resolved,identity_markers_removed
Donor1,CF,CXCR4_aging_retention,0.128470026920696,1253,Resolved,identity_markers_removed
Donor4,NA5,CXCR4_aging_retention,0.419143946713574,1580,Resolved,identity_markers_removed
Donor1,NA5,CXCR4_aging_retention,0.163720383238499,71,Resolved,identity_markers_removed
Donor5,CF,CXCR4_aging_retention,0.412422198742723,11,Resolved,identity_markers_removed
Donor2,CF,CXCR4_aging_retention,0.079052643161279,22,Resolved,identity_markers_removed
Donor6,NA5,CXCR4_aging_retention,0.32772742394071,1,Resolved,identity_markers_removed
Donor6,N,NETosis,-0.131777705131155,1663,All annotated,identity_markers_removed
Donor1,N,NETosis,-0.197505020000579,130,All annotated,identity_markers_removed
Donor4,N,NETosis,-0.16030281148541,455,All annotated,identity_markers_removed
Donor2,NNAMPT,NETosis,-0.175323272547755,537,All annotated,identity_markers_removed
Donor1,NNAMPT,NETosis,-0.202927706749447,166,All annotated,identity_markers_removed
Donor5,N,NETosis,-0.171290534880508,133,All annotated,identity_markers_removed
Donor3,N,NETosis,-0.0704994023938271,201,All annotated,identity_markers_removed
Donor5,NNAMPT,NETosis,-0.176900127150244,99,All annotated,identity_markers_removed
Donor4,NNAMPT,NETosis,-0.13009561369293,540,All annotated,identity_markers_removed
Donor2,N,NETosis,-0.207232254811853,112,All annotated,identity_markers_removed
Donor3,NNAMPT,NETosis,0.0096159190037977,59,All annotated,identity_markers_removed
Donor6,NNAMPT,NETosis,-0.260302693862406,26,All annotated,identity_markers_removed
Donor6,UF,NETosis,-0.202774248167515,1972,All annotated,identity_markers_removed
Donor3,UF,NETosis,-0.0276674119443161,3890,All annotated,identity_markers_removed
Donor4,UF,NETosis,-0.0509433765188992,6013,All annotated,identity_markers_removed
Donor2,UF,NETosis,-0.195898133233819,3019,All annotated,identity_markers_removed
Donor4,UN,NETosis,-0.0694224755481073,2440,All annotated,identity_markers_removed
Donor3,UN,NETosis,-0.0435728073184237,4466,All annotated,identity_markers_removed
Donor2,UN,NETosis,-0.191162378008829,1863,All annotated,identity_markers_removed
Donor6,UN,NETosis,-0.195069425568607,229,All annotated,identity_markers_removed
Donor1,UF,NETosis,-0.196451596688202,534,All annotated,identity_markers_removed
Donor1,UN,NETosis,-0.146253598791509,221,All annotated,identity_markers_removed
Donor5,UF,NETosis,-0.219447802158379,149,All annotated,identity_markers_removed
Donor5,UN,NETosis,-0.14848442080734,75,All annotated,identity_markers_removed
Donor5,UD,NETosis,-0.181206997820542,6764,All annotated,identity_markers_removed
Donor1,UA5,NETosis,-0.172773169163221,7305,All annotated,identity_markers_removed
Donor6,UD,NETosis,-0.18116570072624,2875,All annotated,identity_markers_removed
Donor4,UD,NETosis,0.00152966160702625,3645,All annotated,identity_markers_removed
Donor3,UA5,NETosis,-0.0199228658721199,4000,All annotated,identity_markers_removed
Donor3,UD,NETosis,-0.0596929141850246,3339,All annotated,identity_markers_removed
Donor4,UA5,NETosis,-0.0103755874280585,3237,All annotated,identity_markers_removed
Donor2,UD,NETosis,-0.174561130590603,5139,All annotated,identity_markers_removed
Donor2,UA5,NETosis,-0.164644800626957,5195,All annotated,identity_markers_removed
Donor6,UA5,NETosis,-0.186405828477963,3261,All annotated,identity_markers_removed
Donor1,UD,NETosis,-0.182027473259378,915,All annotated,identity_markers_removed
Donor5,UA5,NETosis,-0.145018341583725,19,All annotated,identity_markers_removed
Donor3,NA5,NETosis,-0.00221038763026525,6663,All annotated,identity_markers_removed
Donor4,CF,NETosis,0.0210590013881577,4562,All annotated,identity_markers_removed
Donor6,CF,NETosis,-0.2197623089349,6575,All annotated,identity_markers_removed
Donor1,CF,NETosis,-0.201400819440307,5995,All annotated,identity_markers_removed
Donor5,NA5,NETosis,-0.205654375140135,12415,All annotated,identity_markers_removed
Donor2,NA5,NETosis,-0.2043632752824,5389,All annotated,identity_markers_removed
Donor3,CF,NETosis,0.0638633782322851,4923,All annotated,identity_markers_removed
Donor4,NA5,NETosis,0.0324682344354018,2472,All annotated,identity_markers_removed
Donor1,NA5,NETosis,-0.194022889632053,310,All annotated,identity_markers_removed
Donor2,CF,NETosis,-0.208164308185516,61,All annotated,identity_markers_removed
Donor5,CF,NETosis,-0.0139270502781213,34,All annotated,identity_markers_removed
Donor6,NA5,NETosis,0.017574901408468,3,All annotated,identity_markers_removed
Donor6,N,Degranulation,0.056409180640166,1663,All annotated,identity_markers_removed
Donor1,N,Degranulation,-0.148556611322868,130,All annotated,identity_markers_removed
Donor4,N,Degranulation,-0.0557274264398802,455,All annotated,identity_markers_removed
Donor2,NNAMPT,Degranulation,-0.0845584614095605,537,All annotated,identity_markers_removed
Donor1,NNAMPT,Degranulation,-0.184721821984982,166,All annotated,identity_markers_removed
Donor5,N,Degranulation,-0.0819209800064105,133,All annotated,identity_markers_removed
Donor3,N,Degranulation,0.07411111521719,201,All annotated,identity_markers_removed
Donor5,NNAMPT,Degranulation,-0.129052132326457,99,All annotated,identity_markers_removed
Donor4,NNAMPT,Degranulation,-0.0408136188178153,540,All annotated,identity_markers_removed
Donor2,N,Degranulation,-0.140382957201067,112,All annotated,identity_markers_removed
Donor3,NNAMPT,Degranulation,0.0778328885697585,59,All annotated,identity_markers_removed
Donor6,NNAMPT,Degranulation,-0.110801974612048,26,All annotated,identity_markers_removed
Donor6,UF,Degranulation,-0.156233300734292,1972,All annotated,identity_markers_removed
Donor3,UF,Degranulation,-0.0513918064610895,3890,All annotated,identity_markers_removed
Donor4,UF,Degranulation,-0.0658215539225571,6013,All annotated,identity_markers_removed
Donor2,UF,Degranulation,-0.128654266626195,3019,All annotated,identity_markers_removed
Donor4,UN,Degranulation,-0.0371458416543941,2440,All annotated,identity_markers_removed
Donor3,UN,Degranulation,-0.0516614190206171,4466,All annotated,identity_markers_removed
Donor2,UN,Degranulation,-0.123260040029117,1863,All annotated,identity_markers_removed
Donor6,UN,Degranulation,-0.115698170838535,229,All annotated,identity_markers_removed
Donor1,UF,Degranulation,-0.125254521576564,534,All annotated,identity_markers_removed
Donor1,UN,Degranulation,-0.103138260326809,221,All annotated,identity_markers_removed
Donor5,UF,Degranulation,-0.162043945165639,149,All annotated,identity_markers_removed
Donor5,UN,Degranulation,-0.17090308216618,75,All annotated,identity_markers_removed
Donor5,UD,Degranulation,-0.0763582709657878,6764,All annotated,identity_markers_removed
Donor1,UA5,Degranulation,-0.0741596851134096,7305,All annotated,identity_markers_removed
Donor6,UD,Degranulation,-0.0836361043945836,2875,All annotated,identity_markers_removed
Donor4,UD,Degranulation,0.00643464410569051,3645,All annotated,identity_markers_removed
Donor3,UA5,Degranulation,-0.0112316115012159,4000,All annotated,identity_markers_removed
Donor3,UD,Degranulation,-0.0084146475887777,3339,All annotated,identity_markers_removed
Donor4,UA5,Degranulation,-0.0162453772504134,3237,All annotated,identity_markers_removed
Donor2,UD,Degranulation,-0.0812085854483489,5139,All annotated,identity_markers_removed
Donor2,UA5,Degranulation,-0.0728346494169275,5195,All annotated,identity_markers_removed
Donor6,UA5,Degranulation,-0.0841387526883351,3261,All annotated,identity_markers_removed
Donor1,UD,Degranulation,-0.0583203370555883,915,All annotated,identity_markers_removed
Donor5,UA5,Degranulation,-0.141497728279178,19,All annotated,identity_markers_removed
Donor3,NA5,Degranulation,-0.0269469495975628,6663,All annotated,identity_markers_removed
Donor4,CF,Degranulation,-0.0184639250955555,4562,All annotated,identity_markers_removed
Donor6,CF,Degranulation,-0.146601122905679,6575,All annotated,identity_markers_removed
Donor1,CF,Degranulation,-0.137084155652815,5995,All annotated,identity_markers_removed
Donor5,NA5,Degranulation,-0.139113321121887,12415,All annotated,identity_markers_removed
Donor2,NA5,Degranulation,-0.147169305982954,5389,All annotated,identity_markers_removed
Donor3,CF,Degranulation,0.00523671210131171,4923,All annotated,identity_markers_removed
