Fine_annotation_3,HS,Condition,cells
01-IEC_crypt_base,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,151
01A-Muscularis mucosae and myofibroblast,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,19
15-Fibroblast_PDGFRBhi,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,86
12-unassigned,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,97
05B-MNP-M2_macrophage,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,7
08_27_IEC_colonocyte,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,28
05E-MNP-pDC,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,2
05G-MNP_activated,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,4
25-Treg,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,2
05A-MNP-M1_Macrophage,FOV26_HS45_VDZ_R_POST_1_Mayo3_Non-responder,VDZ_POST_Non-responder,5
04-IEC_CT_coloncyte,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,1763
15-Fibroblast_PDGFRBhi,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,18
06-Cytotoxic_NK,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,22
01-IEC_crypt_base,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,16
03_26-IgA_plasma_cell,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,2
10_19-B_cells,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,10
13-IEC_crypt_base_MHCIIhi,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,7
02-unassigned,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,15
05-MNP_NOS,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,2
08_27_IEC_colonocyte,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,35
14-unassigned,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,9
07-T_cells,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,19
20_21_23_Endothelial,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,9
12-unassigned,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,12
11_22-IgG_plasma_cell,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,9
16-unassigned,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,9
17-Fibroblast_PLAC9_FZD8hi,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,7
18-unassigned,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,6
9-CCL3_L3_CCL4_L2hi,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,7
1B-Fibroblast,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,2
01C_24_activated_fibroblast,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,2
05F-MNP_monocyte_neutrophil,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,1
01A-Muscularis mucosae and myofibroblast,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,2
05G-MNP_activated,FOV27_HS45_VDZ_RC_PRE_1_Mayo0_Non-responder,PRE_VDZ_Non-responder,1
15-Fibroblast_PDGFRBhi,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,42
01A-Muscularis mucosae and myofibroblast,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,126
05F-MNP_monocyte_neutrophil,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,26
05A-MNP-M1_Macrophage,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,8
9-CCL3_L3_CCL4_L2hi,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,41
03_26-IgA_plasma_cell,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,95
05-MNP_NOS,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,113
10_19-B_cells,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,199
17-Fibroblast_PLAC9_FZD8hi,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,30
14-unassigned,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,27
01C_24_activated_fibroblast,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,48
06-Cytotoxic_NK,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,52
07-T_cells,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,66
20_21_23_Endothelial,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,22
11_22-IgG_plasma_cell,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,87
12-unassigned,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,36
1B-Fibroblast,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,77
16-unassigned,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,33
02-unassigned,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,37
18-unassigned,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,16
08_27_IEC_colonocyte,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,42
25-Treg,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,1
01-IEC_crypt_base,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,220
05B-MNP-M2_macrophage,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,10
05E-MNP-pDC,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,4
05C-MNP-mDC,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,6
04-IEC_CT_coloncyte,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,47
05G-MNP_activated,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,3
13-IEC_crypt_base_MHCIIhi,FOV28_HS44_VDZ_R_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,1
01C_24_activated_fibroblast,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,34
20_21_23_Endothelial,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,28
01A-Muscularis mucosae and myofibroblast,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,153
01-IEC_crypt_base,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,416
14-unassigned,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,32
1B-Fibroblast,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,80
02-unassigned,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,56
12-unassigned,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,37
04-IEC_CT_coloncyte,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,84
15-Fibroblast_PDGFRBhi,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,24
07-T_cells,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,42
08_27_IEC_colonocyte,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,39
06-Cytotoxic_NK,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,59
05-MNP_NOS,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,73
03_26-IgA_plasma_cell,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,47
9-CCL3_L3_CCL4_L2hi,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,33
10_19-B_cells,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,46
17-Fibroblast_PLAC9_FZD8hi,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,20
16-unassigned,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,27
11_22-IgG_plasma_cell,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,16
25-Treg,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,4
05G-MNP_activated,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,4
05B-MNP-M2_macrophage,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,7
05A-MNP-M1_Macrophage,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,7
05F-MNP_monocyte_neutrophil,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,15
18-unassigned,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,15
05E-MNP-pDC,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,2
05C-MNP-mDC,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,4
13-IEC_crypt_base_MHCIIhi,FOV29_HS44_VDZ_C_PRE_1_Mayo0_Responder,PRE_VDZ_Responder,3
08_27_IEC_colonocyte,FOV03_HS33_HC_4,HC,441
03_26-IgA_plasma_cell,FOV03_HS33_HC_4,HC,106
9-CCL3_L3_CCL4_L2hi,FOV03_HS33_HC_4,HC,35
10_19-B_cells,FOV03_HS33_HC_4,HC,136
12-unassigned,FOV03_HS33_HC_4,HC,47
17-Fibroblast_PLAC9_FZD8hi,FOV03_HS33_HC_4,HC,37
02-unassigned,FOV03_HS33_HC_4,HC,59
14-unassigned,FOV03_HS33_HC_4,HC,25
1B-Fibroblast,FOV03_HS33_HC_4,HC,21
04-IEC_CT_coloncyte,FOV03_HS33_HC_4,HC,73
20_21_23_Endothelial,FOV03_HS33_HC_4,HC,17
01A-Muscularis mucosae and myofibroblast,FOV03_HS33_HC_4,HC,21
07-T_cells,FOV03_HS33_HC_4,HC,47
01C_24_activated_fibroblast,FOV03_HS33_HC_4,HC,15
06-Cytotoxic_NK,FOV03_HS33_HC_4,HC,48
01-IEC_crypt_base,FOV03_HS33_HC_4,HC,12
05-MNP_NOS,FOV03_HS33_HC_4,HC,13
15-Fibroblast_PDGFRBhi,FOV03_HS33_HC_4,HC,40
11_22-IgG_plasma_cell,FOV03_HS33_HC_4,HC,22
18-unassigned,FOV03_HS33_HC_4,HC,11
16-unassigned,FOV03_HS33_HC_4,HC,26
05A-MNP-M1_Macrophage,FOV03_HS33_HC_4,HC,1
13-IEC_crypt_base_MHCIIhi,FOV03_HS33_HC_4,HC,1
05C-MNP-mDC,FOV03_HS33_HC_4,HC,1
05F-MNP_monocyte_neutrophil,FOV03_HS33_HC_4,HC,2
25-Treg,FOV03_HS33_HC_4,HC,1
07-T_cells,FOV30_HS43_HC_1,HC,114
9-CCL3_L3_CCL4_L2hi,FOV30_HS43_HC_1,HC,94
03_26-IgA_plasma_cell,FOV30_HS43_HC_1,HC,174
11_22-IgG_plasma_cell,FOV30_HS43_HC_1,HC,90
01-IEC_crypt_base,FOV30_HS43_HC_1,HC,385
25-Treg,FOV30_HS43_HC_1,HC,4
12-unassigned,FOV30_HS43_HC_1,HC,90
08_27_IEC_colonocyte,FOV30_HS43_HC_1,HC,71
04-IEC_CT_coloncyte,FOV30_HS43_HC_1,HC,168
18-unassigned,FOV30_HS43_HC_1,HC,32
16-unassigned,FOV30_HS43_HC_1,HC,49
02-unassigned,FOV30_HS43_HC_1,HC,146
06-Cytotoxic_NK,FOV30_HS43_HC_1,HC,112
05-MNP_NOS,FOV30_HS43_HC_1,HC,56
1B-Fibroblast,FOV30_HS43_HC_1,HC,19
15-Fibroblast_PDGFRBhi,FOV30_HS43_HC_1,HC,53
05F-MNP_monocyte_neutrophil,FOV30_HS43_HC_1,HC,7
20_21_23_Endothelial,FOV30_HS43_HC_1,HC,44
14-unassigned,FOV30_HS43_HC_1,HC,78
10_19-B_cells,FOV30_HS43_HC_1,HC,68
17-Fibroblast_PLAC9_FZD8hi,FOV30_HS43_HC_1,HC,47
13-IEC_crypt_base_MHCIIhi,FOV30_HS43_HC_1,HC,44
05G-MNP_activated,FOV30_HS43_HC_1,HC,5
05B-MNP-M2_macrophage,FOV30_HS43_HC_1,HC,11
05A-MNP-M1_Macrophage,FOV30_HS43_HC_1,HC,12
05C-MNP-mDC,FOV30_HS43_HC_1,HC,2
01A-Muscularis mucosae and myofibroblast,FOV30_HS43_HC_1,HC,15
01C_24_activated_fibroblast,FOV30_HS43_HC_1,HC,13
05E-MNP-pDC,FOV30_HS43_HC_1,HC,4
14-unassigned,FOV31_HS42_HC_1,HC,28
06-Cytotoxic_NK,FOV31_HS42_HC_1,HC,59
12-unassigned,FOV31_HS42_HC_1,HC,44
11_22-IgG_plasma_cell,FOV31_HS42_HC_1,HC,41
10_19-B_cells,FOV31_HS42_HC_1,HC,19
20_21_23_Endothelial,FOV31_HS42_HC_1,HC,21
01-IEC_crypt_base,FOV31_HS42_HC_1,HC,56
08_27_IEC_colonocyte,FOV31_HS42_HC_1,HC,13
07-T_cells,FOV31_HS42_HC_1,HC,51
9-CCL3_L3_CCL4_L2hi,FOV31_HS42_HC_1,HC,51
05-MNP_NOS,FOV31_HS42_HC_1,HC,6
04-IEC_CT_coloncyte,FOV31_HS42_HC_1,HC,181
03_26-IgA_plasma_cell,FOV31_HS42_HC_1,HC,41
02-unassigned,FOV31_HS42_HC_1,HC,83
15-Fibroblast_PDGFRBhi,FOV31_HS42_HC_1,HC,41
1B-Fibroblast,FOV31_HS42_HC_1,HC,10
18-unassigned,FOV31_HS42_HC_1,HC,22
17-Fibroblast_PLAC9_FZD8hi,FOV31_HS42_HC_1,HC,21
01A-Muscularis mucosae and myofibroblast,FOV31_HS42_HC_1,HC,2
05A-MNP-M1_Macrophage,FOV31_HS42_HC_1,HC,1
16-unassigned,FOV31_HS42_HC_1,HC,29
05B-MNP-M2_macrophage,FOV31_HS42_HC_1,HC,1
13-IEC_crypt_base_MHCIIhi,FOV31_HS42_HC_1,HC,3
05E-MNP-pDC,FOV31_HS42_HC_1,HC,1
01C_24_activated_fibroblast,FOV31_HS42_HC_1,HC,1
25-Treg,FOV31_HS42_HC_1,HC,1
02-unassigned,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,186
9-CCL3_L3_CCL4_L2hi,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,135
12-unassigned,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,96
01-IEC_crypt_base,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,309
04-IEC_CT_coloncyte,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,28
10_19-B_cells,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,64
06-Cytotoxic_NK,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,153
14-unassigned,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,70
13-IEC_crypt_base_MHCIIhi,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,15
20_21_23_Endothelial,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,50
05-MNP_NOS,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,18
03_26-IgA_plasma_cell,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,95
07-T_cells,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,128
15-Fibroblast_PDGFRBhi,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,68
17-Fibroblast_PLAC9_FZD8hi,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,49
1B-Fibroblast,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,13
11_22-IgG_plasma_cell,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,72
08_27_IEC_colonocyte,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,61
01C_24_activated_fibroblast,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,10
18-unassigned,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,41
16-unassigned,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,67
01A-Muscularis mucosae and myofibroblast,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,17
05B-MNP-M2_macrophage,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,2
05A-MNP-M1_Macrophage,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,2
05E-MNP-pDC,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,1
05G-MNP_activated,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,1
25-Treg,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,1
05F-MNP_monocyte_neutrophil,FOV32_HS38_VDZ_R_PRE_7_Mayo2_Responder,PRE_VDZ_Responder,1
06-Cytotoxic_NK,FOV34_HS39_HC_2,HC,71
04-IEC_CT_coloncyte,FOV34_HS39_HC_2,HC,109
14-unassigned,FOV34_HS39_HC_2,HC,39
03_26-IgA_plasma_cell,FOV34_HS39_HC_2,HC,51
20_21_23_Endothelial,FOV34_HS39_HC_2,HC,28
9-CCL3_L3_CCL4_L2hi,FOV34_HS39_HC_2,HC,47
16-unassigned,FOV34_HS39_HC_2,HC,43
15-Fibroblast_PDGFRBhi,FOV34_HS39_HC_2,HC,36
05-MNP_NOS,FOV34_HS39_HC_2,HC,23
02-unassigned,FOV34_HS39_HC_2,HC,64
18-unassigned,FOV34_HS39_HC_2,HC,17
12-unassigned,FOV34_HS39_HC_2,HC,49
07-T_cells,FOV34_HS39_HC_2,HC,67
01-IEC_crypt_base,FOV34_HS39_HC_2,HC,63
10_19-B_cells,FOV34_HS39_HC_2,HC,24
08_27_IEC_colonocyte,FOV34_HS39_HC_2,HC,25
17-Fibroblast_PLAC9_FZD8hi,FOV34_HS39_HC_2,HC,31
05F-MNP_monocyte_neutrophil,FOV34_HS39_HC_2,HC,4
01C_24_activated_fibroblast,FOV34_HS39_HC_2,HC,7
11_22-IgG_plasma_cell,FOV34_HS39_HC_2,HC,34
05C-MNP-mDC,FOV34_HS39_HC_2,HC,3
1B-Fibroblast,FOV34_HS39_HC_2,HC,2
05E-MNP-pDC,FOV34_HS39_HC_2,HC,2
13-IEC_crypt_base_MHCIIhi,FOV34_HS39_HC_2,HC,1
05B-MNP-M2_macrophage,FOV34_HS39_HC_2,HC,2
05G-MNP_activated,FOV34_HS39_HC_2,HC,2
25-Treg,FOV34_HS39_HC_2,HC,1
08_27_IEC_colonocyte,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,139
10_19-B_cells,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,72
06-Cytotoxic_NK,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,91
03_26-IgA_plasma_cell,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,91
01-IEC_crypt_base,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,246
05-MNP_NOS,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,24
1B-Fibroblast,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,34
02-unassigned,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,125
14-unassigned,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,64
9-CCL3_L3_CCL4_L2hi,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,69
04-IEC_CT_coloncyte,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,144
16-unassigned,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,50
17-Fibroblast_PLAC9_FZD8hi,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,46
01C_24_activated_fibroblast,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,16
15-Fibroblast_PDGFRBhi,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,51
20_21_23_Endothelial,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,44
05C-MNP-mDC,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,3
13-IEC_crypt_base_MHCIIhi,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,1
05A-MNP-M1_Macrophage,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,1
12-unassigned,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,85
07-T_cells,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,95
11_22-IgG_plasma_cell,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,34
18-unassigned,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,46
05F-MNP_monocyte_neutrophil,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,5
05B-MNP-M2_macrophage,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,3
25-Treg,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,1
01A-Muscularis mucosae and myofibroblast,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,15
05G-MNP_activated,FOV35_HS38_VDZ_TC_PRE_5_Mayo0_Responder,PRE_VDZ_Responder,2
16-unassigned,FOV36_HS37_HC_4,HC,51
9-CCL3_L3_CCL4_L2hi,FOV36_HS37_HC_4,HC,92
17-Fibroblast_PLAC9_FZD8hi,FOV36_HS37_HC_4,HC,38
08_27_IEC_colonocyte,FOV36_HS37_HC_4,HC,23
10_19-B_cells,FOV36_HS37_HC_4,HC,33
15-Fibroblast_PDGFRBhi,FOV36_HS37_HC_4,HC,45
06-Cytotoxic_NK,FOV36_HS37_HC_4,HC,100
20_21_23_Endothelial,FOV36_HS37_HC_4,HC,51
07-T_cells,FOV36_HS37_HC_4,HC,102
02-unassigned,FOV36_HS37_HC_4,HC,130
14-unassigned,FOV36_HS37_HC_4,HC,47
03_26-IgA_plasma_cell,FOV36_HS37_HC_4,HC,25
11_22-IgG_plasma_cell,FOV36_HS37_HC_4,HC,58
12-unassigned,FOV36_HS37_HC_4,HC,67
18-unassigned,FOV36_HS37_HC_4,HC,22
05-MNP_NOS,FOV36_HS37_HC_4,HC,11
01A-Muscularis mucosae and myofibroblast,FOV36_HS37_HC_4,HC,4
01C_24_activated_fibroblast,FOV36_HS37_HC_4,HC,5
01-IEC_crypt_base,FOV36_HS37_HC_4,HC,3
1B-Fibroblast,FOV36_HS37_HC_4,HC,11
05B-MNP-M2_macrophage,FOV36_HS37_HC_4,HC,1
25-Treg,FOV36_HS37_HC_4,HC,1
04-IEC_CT_coloncyte,FOV36_HS37_HC_4,HC,11
01-IEC_crypt_base,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,327
02-unassigned,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,47
05-MNP_NOS,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,107
01A-Muscularis mucosae and myofibroblast,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,245
9-CCL3_L3_CCL4_L2hi,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,30
10_19-B_cells,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,135
11_22-IgG_plasma_cell,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,19
03_26-IgA_plasma_cell,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,56
1B-Fibroblast,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,112
06-Cytotoxic_NK,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,35
08_27_IEC_colonocyte,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,37
07-T_cells,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,24
01C_24_activated_fibroblast,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,34
18-unassigned,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,21
