Fine_annotation_3,HS,Condition,cells
05C-MNP-mDC,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,6
25-Treg,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,4
05G-MNP_activated,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,4
05B-MNP-M2_macrophage,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,3
05-MNP_NOS,FOV07_HS37_HC_6,HC,17
04-IEC_CT_coloncyte,FOV07_HS37_HC_6,HC,25
14-unassigned,FOV07_HS37_HC_6,HC,50
08_27_IEC_colonocyte,FOV07_HS37_HC_6,HC,19
06-Cytotoxic_NK,FOV07_HS37_HC_6,HC,95
9-CCL3_L3_CCL4_L2hi,FOV07_HS37_HC_6,HC,75
10_19-B_cells,FOV07_HS37_HC_6,HC,35
15-Fibroblast_PDGFRBhi,FOV07_HS37_HC_6,HC,44
16-unassigned,FOV07_HS37_HC_6,HC,69
01-IEC_crypt_base,FOV07_HS37_HC_6,HC,37
18-unassigned,FOV07_HS37_HC_6,HC,26
07-T_cells,FOV07_HS37_HC_6,HC,107
11_22-IgG_plasma_cell,FOV07_HS37_HC_6,HC,53
02-unassigned,FOV07_HS37_HC_6,HC,84
03_26-IgA_plasma_cell,FOV07_HS37_HC_6,HC,85
20_21_23_Endothelial,FOV07_HS37_HC_6,HC,39
17-Fibroblast_PLAC9_FZD8hi,FOV07_HS37_HC_6,HC,32
12-unassigned,FOV07_HS37_HC_6,HC,58
05A-MNP-M1_Macrophage,FOV07_HS37_HC_6,HC,1
1B-Fibroblast,FOV07_HS37_HC_6,HC,3
25-Treg,FOV07_HS37_HC_6,HC,1
05C-MNP-mDC,FOV07_HS37_HC_6,HC,1
01A-Muscularis mucosae and myofibroblast,FOV07_HS37_HC_6,HC,1
05E-MNP-pDC,FOV07_HS37_HC_6,HC,1
05F-MNP_monocyte_neutrophil,FOV07_HS37_HC_6,HC,1
05B-MNP-M2_macrophage,FOV07_HS37_HC_6,HC,1
05G-MNP_activated,FOV07_HS37_HC_6,HC,2
01C_24_activated_fibroblast,FOV07_HS37_HC_6,HC,1
12-unassigned,FOV70_HS37_HC_3,HC,69
07-T_cells,FOV70_HS37_HC_3,HC,111
14-unassigned,FOV70_HS37_HC_3,HC,70
06-Cytotoxic_NK,FOV70_HS37_HC_3,HC,107
9-CCL3_L3_CCL4_L2hi,FOV70_HS37_HC_3,HC,100
15-Fibroblast_PDGFRBhi,FOV70_HS37_HC_3,HC,51
20_21_23_Endothelial,FOV70_HS37_HC_3,HC,40
11_22-IgG_plasma_cell,FOV70_HS37_HC_3,HC,58
02-unassigned,FOV70_HS37_HC_3,HC,135
01-IEC_crypt_base,FOV70_HS37_HC_3,HC,49
18-unassigned,FOV70_HS37_HC_3,HC,36
17-Fibroblast_PLAC9_FZD8hi,FOV70_HS37_HC_3,HC,40
03_26-IgA_plasma_cell,FOV70_HS37_HC_3,HC,22
08_27_IEC_colonocyte,FOV70_HS37_HC_3,HC,48
1B-Fibroblast,FOV70_HS37_HC_3,HC,7
16-unassigned,FOV70_HS37_HC_3,HC,57
10_19-B_cells,FOV70_HS37_HC_3,HC,50
01C_24_activated_fibroblast,FOV70_HS37_HC_3,HC,5
05-MNP_NOS,FOV70_HS37_HC_3,HC,8
01A-Muscularis mucosae and myofibroblast,FOV70_HS37_HC_3,HC,5
05F-MNP_monocyte_neutrophil,FOV70_HS37_HC_3,HC,2
04-IEC_CT_coloncyte,FOV70_HS37_HC_3,HC,4
05A-MNP-M1_Macrophage,FOV70_HS37_HC_3,HC,1
04-IEC_CT_coloncyte,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,152
01-IEC_crypt_base,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,240
07-T_cells,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,112
17-Fibroblast_PLAC9_FZD8hi,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,37
15-Fibroblast_PDGFRBhi,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,53
11_22-IgG_plasma_cell,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,48
1B-Fibroblast,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,32
9-CCL3_L3_CCL4_L2hi,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,73
03_26-IgA_plasma_cell,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,94
08_27_IEC_colonocyte,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,105
12-unassigned,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,68
20_21_23_Endothelial,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,47
02-unassigned,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,102
10_19-B_cells,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,61
05-MNP_NOS,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,18
18-unassigned,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,40
14-unassigned,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,60
06-Cytotoxic_NK,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,90
05F-MNP_monocyte_neutrophil,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,5
01A-Muscularis mucosae and myofibroblast,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,11
13-IEC_crypt_base_MHCIIhi,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,2
16-unassigned,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,48
05B-MNP-M2_macrophage,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,2
01C_24_activated_fibroblast,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,8
05E-MNP-pDC,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,2
25-Treg,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,2
05A-MNP-M1_Macrophage,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,2
05G-MNP_activated,FOV71_HS38_VDZ_TC_PRE_6_Mayo0_Responder,PRE_VDZ_Responder,1
03_26-IgA_plasma_cell,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,139
17-Fibroblast_PLAC9_FZD8hi,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,47
01-IEC_crypt_base,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,271
16-unassigned,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,60
02-unassigned,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,195
20_21_23_Endothelial,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,74
11_22-IgG_plasma_cell,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,151
06-Cytotoxic_NK,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,117
18-unassigned,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,44
9-CCL3_L3_CCL4_L2hi,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,120
15-Fibroblast_PDGFRBhi,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,64
07-T_cells,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,127
04-IEC_CT_coloncyte,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,63
08_27_IEC_colonocyte,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,44
10_19-B_cells,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,50
14-unassigned,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,66
01C_24_activated_fibroblast,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,9
12-unassigned,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,104
05-MNP_NOS,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,12
13-IEC_crypt_base_MHCIIhi,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,38
05C-MNP-mDC,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,1
1B-Fibroblast,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,15
05G-MNP_activated,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,3
05A-MNP-M1_Macrophage,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,3
01A-Muscularis mucosae and myofibroblast,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,5
05F-MNP_monocyte_neutrophil,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,1
05B-MNP-M2_macrophage,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,2
25-Treg,FOV72_HS38_VDZ_R_PRE_8_Mayo2_Responder,PRE_VDZ_Responder,4
05B-MNP-M2_macrophage,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,17
07-T_cells,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,149
06-Cytotoxic_NK,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,122
02-unassigned,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,205
20_21_23_Endothelial,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,53
10_19-B_cells,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,289
03_26-IgA_plasma_cell,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,209
05F-MNP_monocyte_neutrophil,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,38
9-CCL3_L3_CCL4_L2hi,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,128
11_22-IgG_plasma_cell,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,304
15-Fibroblast_PDGFRBhi,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,61
16-unassigned,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,67
18-unassigned,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,42
05C-MNP-mDC,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,3
1B-Fibroblast,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,197
05E-MNP-pDC,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,5
12-unassigned,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,93
05-MNP_NOS,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,101
01C_24_activated_fibroblast,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,185
14-unassigned,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,59
17-Fibroblast_PLAC9_FZD8hi,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,57
05G-MNP_activated,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,23
01A-Muscularis mucosae and myofibroblast,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,39
05A-MNP-M1_Macrophage,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,16
08_27_IEC_colonocyte,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,19
01-IEC_crypt_base,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,2
04-IEC_CT_coloncyte,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,1
25-Treg,FOV73_HS46_VDZ_LC_PRE_2_Mayo3_Non-responder,PRE_VDZ_Non-responder,2
03_26-IgA_plasma_cell,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,188
06-Cytotoxic_NK,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,95
01A-Muscularis mucosae and myofibroblast,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,24
16-unassigned,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,57
14-unassigned,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,55
11_22-IgG_plasma_cell,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,106
01-IEC_crypt_base,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,260
12-unassigned,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,59
17-Fibroblast_PLAC9_FZD8hi,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,30
13-IEC_crypt_base_MHCIIhi,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,138
02-unassigned,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,117
05F-MNP_monocyte_neutrophil,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,27
04-IEC_CT_coloncyte,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,39
07-T_cells,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,90
05G-MNP_activated,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,9
05-MNP_NOS,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,127
01C_24_activated_fibroblast,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,28
9-CCL3_L3_CCL4_L2hi,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,73
05B-MNP-M2_macrophage,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,21
1B-Fibroblast,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,90
20_21_23_Endothelial,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,43
08_27_IEC_colonocyte,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,21
10_19-B_cells,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,43
15-Fibroblast_PDGFRBhi,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,45
18-unassigned,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,16
05E-MNP-pDC,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,6
05A-MNP-M1_Macrophage,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,10
05C-MNP-mDC,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,9
25-Treg,FOV74_HS49_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,3
04-IEC_CT_coloncyte,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,294
05-MNP_NOS,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,26
11_22-IgG_plasma_cell,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,57
01C_24_activated_fibroblast,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,16
01-IEC_crypt_base,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,73
25-Treg,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,2
13-IEC_crypt_base_MHCIIhi,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,83
03_26-IgA_plasma_cell,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,46
17-Fibroblast_PLAC9_FZD8hi,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,60
02-unassigned,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,135
06-Cytotoxic_NK,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,114
9-CCL3_L3_CCL4_L2hi,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,84
20_21_23_Endothelial,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,35
14-unassigned,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,65
08_27_IEC_colonocyte,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,39
07-T_cells,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,117
1B-Fibroblast,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,13
12-unassigned,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,94
10_19-B_cells,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,54
16-unassigned,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,56
15-Fibroblast_PDGFRBhi,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,68
18-unassigned,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,34
01A-Muscularis mucosae and myofibroblast,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,4
05F-MNP_monocyte_neutrophil,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,2
05C-MNP-mDC,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,1
05B-MNP-M2_macrophage,FOV75_HS49_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,1
04-IEC_CT_coloncyte,FOV76_HS33_HC_3,HC,33
10_19-B_cells,FOV76_HS33_HC_3,HC,55
03_26-IgA_plasma_cell,FOV76_HS33_HC_3,HC,75
06-Cytotoxic_NK,FOV76_HS33_HC_3,HC,38
08_27_IEC_colonocyte,FOV76_HS33_HC_3,HC,244
01A-Muscularis mucosae and myofibroblast,FOV76_HS33_HC_3,HC,76
02-unassigned,FOV76_HS33_HC_3,HC,49
01-IEC_crypt_base,FOV76_HS33_HC_3,HC,19
11_22-IgG_plasma_cell,FOV76_HS33_HC_3,HC,23
9-CCL3_L3_CCL4_L2hi,FOV76_HS33_HC_3,HC,21
15-Fibroblast_PDGFRBhi,FOV76_HS33_HC_3,HC,29
17-Fibroblast_PLAC9_FZD8hi,FOV76_HS33_HC_3,HC,20
07-T_cells,FOV76_HS33_HC_3,HC,34
20_21_23_Endothelial,FOV76_HS33_HC_3,HC,19
16-unassigned,FOV76_HS33_HC_3,HC,18
1B-Fibroblast,FOV76_HS33_HC_3,HC,24
18-unassigned,FOV76_HS33_HC_3,HC,11
14-unassigned,FOV76_HS33_HC_3,HC,20
12-unassigned,FOV76_HS33_HC_3,HC,23
05G-MNP_activated,FOV76_HS33_HC_3,HC,1
05-MNP_NOS,FOV76_HS33_HC_3,HC,11
05C-MNP-mDC,FOV76_HS33_HC_3,HC,2
01C_24_activated_fibroblast,FOV76_HS33_HC_3,HC,3
05E-MNP-pDC,FOV76_HS33_HC_3,HC,1
05F-MNP_monocyte_neutrophil,FOV76_HS33_HC_3,HC,3
05B-MNP-M2_macrophage,FOV76_HS33_HC_3,HC,1
05A-MNP-M1_Macrophage,FOV76_HS33_HC_3,HC,1
17-Fibroblast_PLAC9_FZD8hi,FOV77_HS37_HC_5,HC,16
16-unassigned,FOV77_HS37_HC_5,HC,29
14-unassigned,FOV77_HS37_HC_5,HC,19
06-Cytotoxic_NK,FOV77_HS37_HC_5,HC,46
05-MNP_NOS,FOV77_HS37_HC_5,HC,16
20_21_23_Endothelial,FOV77_HS37_HC_5,HC,15
07-T_cells,FOV77_HS37_HC_5,HC,40
11_22-IgG_plasma_cell,FOV77_HS37_HC_5,HC,35
01-IEC_crypt_base,FOV77_HS37_HC_5,HC,40
02-unassigned,FOV77_HS37_HC_5,HC,60
12-unassigned,FOV77_HS37_HC_5,HC,32
15-Fibroblast_PDGFRBhi,FOV77_HS37_HC_5,HC,13
9-CCL3_L3_CCL4_L2hi,FOV77_HS37_HC_5,HC,26
04-IEC_CT_coloncyte,FOV77_HS37_HC_5,HC,167
08_27_IEC_colonocyte,FOV77_HS37_HC_5,HC,15
18-unassigned,FOV77_HS37_HC_5,HC,7
01C_24_activated_fibroblast,FOV77_HS37_HC_5,HC,5
03_26-IgA_plasma_cell,FOV77_HS37_HC_5,HC,23
13-IEC_crypt_base_MHCIIhi,FOV77_HS37_HC_5,HC,3
10_19-B_cells,FOV77_HS37_HC_5,HC,12
05F-MNP_monocyte_neutrophil,FOV77_HS37_HC_5,HC,2
01A-Muscularis mucosae and myofibroblast,FOV77_HS37_HC_5,HC,3
1B-Fibroblast,FOV77_HS37_HC_5,HC,4
05G-MNP_activated,FOV77_HS37_HC_5,HC,2
05A-MNP-M1_Macrophage,FOV77_HS37_HC_5,HC,1
04-IEC_CT_coloncyte,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,97
01-IEC_crypt_base,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,224
08_27_IEC_colonocyte,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,37
01C_24_activated_fibroblast,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,15
13-IEC_crypt_base_MHCIIhi,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,8
03_26-IgA_plasma_cell,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,58
02-unassigned,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,102
11_22-IgG_plasma_cell,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,48
07-T_cells,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,82
17-Fibroblast_PLAC9_FZD8hi,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,41
9-CCL3_L3_CCL4_L2hi,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,58
10_19-B_cells,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,46
14-unassigned,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,58
05-MNP_NOS,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,30
15-Fibroblast_PDGFRBhi,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,55
12-unassigned,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,58
16-unassigned,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,53
20_21_23_Endothelial,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,51
18-unassigned,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,33
01A-Muscularis mucosae and myofibroblast,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,45
06-Cytotoxic_NK,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,79
1B-Fibroblast,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,18
05F-MNP_monocyte_neutrophil,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,7
05A-MNP-M1_Macrophage,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,1
05E-MNP-pDC,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,3
05B-MNP-M2_macrophage,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,2
05G-MNP_activated,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,1
25-Treg,FOV78_HS38_VDZ_AC_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,2
10_19-B_cells,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,85
03_26-IgA_plasma_cell,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,486
