"cell","UMAP1","UMAP2","condition","state","patient","lineage"
"SAM24419279_8587472",-4.80749398744763,0.167870152397493,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_5485900",-4.06899792230786,0.133929479523042,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_9156159",-0.119168999559296,3.66388438980136,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_8872325",2.69863122426807,0.088849473400453,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_5185600",-4.13203078783215,1.89541171829257,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_9323971",0.452126202219116,0.387374270363191,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_763031",-1.23854428804578,1.31881521980319,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_2223834",-4.41275865114392,1.68520950119052,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_7835928",-0.677833932406319,1.08629332820926,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_7840903",-0.846760219848765,1.06574951450382,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_11822671",-4.09678679979504,-0.0811033364101854,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_2669280",1.45147555791675,-2.18877745826688,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_768855",-2.13126808679761,-3.87791730125394,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4305083",-1.51444417513074,-4.02427984436001,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4578843",-1.45241886652173,0.63549827377353,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_5171763",-3.03481418169202,-0.0121723528667894,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_451969",2.47614496671497,2.68507217208896,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_11368800",-1.48114145076932,-3.3826179619595,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_5166408",-1.88372069872083,-3.43146730621304,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_10203723",0.766897377603637,-2.55360270698514,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4428708",-0.415745559102906,2.94692205230747,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_10187910",0.863987025850402,3.23701356689487,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_6057649",-0.181422236329926,-4.58621193130459,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_9903777",-2.86112731970013,-2.48471404273953,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_4153428",-1.26414382732571,-0.11371688206639,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_8407368",0.57939129792987,2.83533166687045,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_8439561",-4.57391196764172,0.0815087441638502,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_11811074",1.93526094877063,-3.47821189125027,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_8433070",-0.984285141295803,-3.60415841300931,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_1037254",-4.33336121118726,0.410469103260377,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13010764",-2.23025292432965,-4.06609679420438,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_446293",0.689783749216186,0.770363796158174,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_1639302",-0.462596359617127,-3.09100104530301,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_7235406",-0.286642852193726,-4.06524325569119,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_10057806",-0.699613439804924,-0.97785974700894,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_1945435",-0.98178166425885,0.607970583839754,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_2211866",-4.6435630945033,-0.504872452811858,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_8258768",-1.78116756952466,0.825483072204927,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_11534618",-0.101307990915192,-4.49701453407254,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_1334411",3.10692280256091,1.7884721640781,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_3559384",-4.12475663698376,0.623289335174898,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_6931654",0.151229438417541,1.92166827957187,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_7522242",-0.920159022278202,-4.33185054023709,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_5904393",-0.0856780437296757,-3.18244839866605,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_3844614",-4.23583346880139,0.694750535889009,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_11535437",-0.691210153467072,1.16494511405979,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_6364128",-3.638959708578,1.26440392772708,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_11213999",0.849650916689025,2.42127298156772,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_4588471",0.763469752901184,2.53745960037265,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4747474",-3.92945415056409,-0.536448333756587,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10327752",-4.46331125772656,-1.01194242794957,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10491316",-0.228691878682984,1.89887975494418,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_11827614",-2.30225760019482,-3.66598106582608,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_9459894",2.80765884839832,0.264233339233735,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_12997328",1.18046706640063,3.40014766494785,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_8289881",2.07312363111316,0.409351814194063,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_3556241",-1.46172589338483,2.6792864684299,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_8427702",-1.88890332258405,-0.773880344228407,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_1476185",-2.10009616888226,-3.80161310394253,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_1942350",-2.70884925401868,0.360022116108278,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_9015217",-0.640364545351876,-3.07899929244961,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_7107494",-4.14449483431043,-0.650146682159564,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_11229712",0.12470334493457,3.42557286064182,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_4016703",-4.15899116075696,1.37418924610172,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_6363359",-1.82862562215985,-3.52423692901578,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_8862775",1.29042833768665,3.45652889053378,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_10914144",-4.50912219560803,1.16560851375614,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13438929",-2.24636298692883,-4.04139209945645,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_591451",-0.379446896678818,-4.12812091072049,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_5196720",-4.77773720300855,0.966659653587678,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_6648999",-4.1881278184718,0.20514212886844,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13876633",-2.60154205835522,-2.21926940639462,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_5316163",2.24132197820483,-2.05086613853421,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_3714116",-1.00674681640328,3.07774828712497,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_9467207",-4.70805985010327,-1.10797579248395,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_11065401",2.00176399671374,-0.549040644773802,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_3109291",-1.07616424835385,3.19489167968784,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_11801501",-4.43012577570142,-1.03667981584515,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_11515803",-1.81694901264371,-3.61552263458218,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_11675971",-4.45480829752148,0.512912500305513,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13151671",-0.0504884151286015,1.83762406150852,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_13156310",-1.53740728176297,1.6230029944614,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_11526234",2.12334817373096,-0.245298188523909,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_11824570",-1.08363203979195,-3.67888570983853,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_1484217",3.73703998052417,0.241609383030275,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_2686531",-2.18175941980542,-2.97714997489896,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_6503071",-2.66558105028333,1.05005096237216,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_11677473",2.62845271550952,0.301444518967012,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_1916951",-1.43009627140225,-2.79299546440091,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_13577167",1.29861610853015,-1.73205364902463,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_860",0.0422663065129391,-2.28756130893674,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_34262",-1.09992413497628,-3.13110042770352,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_7524101",-3.59550339258374,0.310090589924196,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_745823",0.423464355104553,-0.900065552787444,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_1933860",-0.815293903417004,-4.38511944969144,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_10771256",-1.1808959869212,-0.0245539661213365,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_13123606",-2.67701477087201,1.55538295547519,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_13598603",-2.25694150007428,-0.502686456190011,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_4727094",-0.755667555100335,-3.60576440055813,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4739029",-1.54997515953244,-1.88818050582852,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_13436943",-4.82577973879041,1.29942749778781,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_442834",-1.9734255698985,-2.89159132202115,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_3249089",1.35221785032092,2.07235931198154,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_6958480",3.39963191472827,-0.318853598432204,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_1192371",-2.80591339147748,0.211067128582338,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_5625233",1.77515333616077,0.898999798698762,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_6223574",-3.87246805704297,1.12977074424777,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_3562405",-2.34677857435407,-3.74502779205289,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_6793742",-3.64301592386426,0.696137416763643,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_11389072",0.0331264110737911,1.41525696556125,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_3405347",-1.27383792675198,-3.17204571922269,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4284686",-4.40801698244275,0.20102618972812,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_9324366",-4.18093782938184,0.685521352691987,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_4450964",-3.07272845781506,0.336104858322481,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_7976866",-1.26577714360417,-0.246113550262114,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13425496",-0.0920318988627323,-3.71944452484097,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_10769709",1.66309493505298,2.39267395774875,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_3393811",-3.88275295770825,-0.671973560349604,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_5615273",0.934344348543274,2.9571459178165,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_10055458",-2.78234643018903,1.08417700569187,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_28066",-0.444000813133133,0.503028738899568,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_10938330",-1.05980499363602,-2.42590690811124,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_2830510",-3.00369078195752,2.308590877457,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_5318832",-0.70976931131543,0.672641861839631,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_8724490",-0.355049732095612,-2.92134453018155,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_10786956",-2.71472722566785,-1.67820776660885,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4579618",0.593859610193359,0.0111383084491286,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_5484675",0.211205420129882,1.1729502562717,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_11237796",-0.423330935603989,1.43145035545383,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_2379342",-1.17994061387242,0.51399062912021,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_10478667",-0.802663485474003,1.5188336257175,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_6362171",2.32204812490283,0.73198961059604,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_2820157",0.0544276806050411,-4.58065344055142,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_9751307",-3.60372621095837,0.533380496902803,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_12269962",-4.62903696573438,-1.58568323810544,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_2741",-1.83190918243588,-3.11900116165127,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4576568",-1.21941054142178,2.15542076866184,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_12269252",-0.410864534742249,-4.43954659660306,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_4885342",-3.42032009638013,-0.37980882485356,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_1206575",1.00665896856128,2.23944495956455,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_2221920",-3.9839373258418,-0.174621057109496,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_183939",-1.36271855509938,1.85448335449252,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_2669629",-2.83882206953229,-1.09571750123944,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_5472070",-4.30996352708997,1.05934094230686,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_1795657",0.544865545862304,2.66545962135349,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_4014411",1.83772748433887,3.18152188102756,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_4310852",1.69227426969348,2.93342398445163,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_6932432",1.67151444875537,-1.1807832833096,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_2380065",3.29616445028125,0.297986197872499,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_7971542",-1.02240449464978,-0.21343947608914,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10620704",4.25783914052783,-0.471038710670134,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_11818023",0.0384146543675533,-1.03368414600339,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_1180861",3.79932158910571,0.693602550430635,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_7817115",-3.87706905878247,1.80135034362827,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10947498",-0.687811600930108,-4.23616028984036,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_11953173",-1.10477306223573,0.596910107536653,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_13294110",1.93057459317981,-0.303846311168334,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_6066133",-4.47828012979688,0.299780714912752,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_2244528",4.16090529882251,1.83779166976962,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_7994897",-0.203082266218079,2.309891450806,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_766549",-0.472362461454285,0.696687090797761,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_1779483",-2.42250150716962,-3.34195281227078,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_9607687",-0.312536838418854,0.576145041389802,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_2678088",-2.3152521280116,-3.26471162994351,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_149762",-4.41337186372937,0.945861328049043,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13729220",-4.36988455331982,1.41256998817478,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_8572102",-3.276566090948,1.44696592132602,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_6501977",-3.84975558794202,-0.233775269584319,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_9000213",-4.2992654470271,1.16950510780368,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10931715",1.26238220655261,1.57222222129855,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_2511369",-0.997948448128117,-4.83085085113492,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_5751253",0.347163018816101,2.80137537757907,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_6197415",-4.53647715128125,0.32070963422809,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10797314",-4.47929889238538,-1.58564056117978,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_3249856",-1.85383236683072,0.929493892593721,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_5309259",-4.48837667978467,-0.686001312331816,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_5922841",0.400793728464233,-2.39135135372128,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_12403596",-1.14908424294652,-5.05307413299527,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_1941513",-3.70127517259778,1.14506839553867,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10061657",-0.67190067744912,-1.42877603729214,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_7230384",2.7117471071416,2.43142532150302,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_13282588",-0.862928562752021,0.528812635345796,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_9014441",-3.79095560587109,1.8087346438602,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13002647",-1.56438374794186,2.84884237091098,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13575957",-0.968061695761097,-2.24738324840512,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_13887745",-2.60647279298962,-3.2449500675961,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_8290627",4.11136287175952,0.271337259216646,"Inflamed UC","Neutrophil PADI4","P039","Neutrophil"
"SAM24419279_3102800",-2.45904952562512,-2.13273812492337,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13000788",-0.013546886808289,-3.09778953750577,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_13590932",-0.381280156738175,-4.009937297897,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_3423059",-2.17030960596265,-2.97709823806729,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_10037812",0.137879428499328,0.302867758674959,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_10330804",-1.11630168832005,-4.62906624038663,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_329485",-0.982304024464501,-3.9644599076077,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_3403407",0.927497086160766,0.350574660702089,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_6503044",-4.55071598566235,0.823568213386873,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13566428",-0.456239226228608,1.55812166969333,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_13876630",1.63188260518848,2.99421333114658,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_2226523",-4.47223836458386,-0.88467965681996,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_4732831",-3.1076195863551,1.19227825443302,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13889317",-1.37335631526173,2.01115154068027,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_12833298",-0.473203482992066,3.15019105712924,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_740420",-0.500755014783753,0.00518863241229384,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_458172",1.02032059156238,3.17594860832248,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_10627235",-4.66714221513928,0.309757280750612,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_13887046",-4.69698983705701,0.90169929306064,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_5473600",-0.565617325670136,-0.154092442588469,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_9881948",-3.72494799173535,0.642502296371797,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_1645091",-1.44978577173413,1.2145590666965,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_2531717",0.927367148035156,-2.65321613510098,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_6501192",-4.20999485529126,-1.33868057687726,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_2077836",-2.69180828607739,-0.593589824037215,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_2509869",-3.69009357965649,-0.431604426698348,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_9607378",-3.51033669984998,0.267019737167695,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10484802",0.160426911943542,3.17274593154941,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_6065757",-3.7595503953761,-0.472004670993945,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_6193619",-3.57612425363721,0.712833154602388,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_12544544",-0.340541782743348,0.928645718498567,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_4293553",-2.75769168413342,0.573135841293672,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_8995284",1.36335152112781,-1.24108554084744,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_10352693",-2.55954748666943,-3.79269911010709,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_14029449",-4.4658332494563,1.35541950504337,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_12977700",-1.96529168165387,-3.18848611076321,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_13896277",-2.75515312231244,-3.35848475654568,"Inflamed UC","Neutrophil lowRNA","P039","Neutrophil"
"SAM24419279_10923314",-0.0677931932276615,0.405155647201875,"Inflamed UC","Neutrophil OSM","P039","Neutrophil"
"SAM24419279_909709",0.211421308153259,1.62110637466464,"Inflamed UC","Neutrophil MX1","P039","Neutrophil"
"SAM24419279_4731658",-4.45681625879468,0.853797901077608,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_9164616",-2.50317269838513,0.500201213760713,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_455455",-1.47895539081754,2.47685264389072,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_3267161",-3.72875362909497,1.96971701423679,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
"SAM24419279_10634892",-4.43883592165173,0.210745680733064,"Inflamed UC","Neutrophil CXCR4","P039","Neutrophil"
