sample_uid,sample_id,dataset_source,source_batch,source_condition,contrast,contrast_short,condition_label,treatment_status,total_cells,compartment,feature_scope,feature,numerator_cells,denominator_cells,proportion
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,0,
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,0,
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,0,
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,0,0,
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,0,
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,0,
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,0,0,
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,0,0,
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,0,0,
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,0,
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,46,0
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,1,46,0.0217391304347826
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,2,46,0.0434782608695652
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,46,0
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,46,0
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,42,46,0.91304347826087
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,46,0
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,46,0
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,1,46,0.0217391304347826
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,46,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,0,0,
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,0,0,
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,0,
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,2,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,0,2,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,2,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,2,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,1,2,0.5
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,1,2,0.5
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,2,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,2,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,0,2,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,2,0
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,67,263,0.254752851711027
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,48,263,0.182509505703422
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,41,263,0.155893536121673
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,2,263,0.00760456273764259
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,69,263,0.262357414448669
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,13,263,0.0494296577946768
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,263,0
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,263,0
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,16,263,0.0608365019011407
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,7,263,0.026615969581749
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,0,0,
Merged_a5B1__M20,M20,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6778,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,0,
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,2,0
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,0,2,0
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,2,0
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,2,0
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,2,0
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,ECM-rich fibroblast,2,2,1
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Fibroblast (subtype unresolved),0,2,0
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Il1r1+ fibroblast,0,2,0
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Pdgfra+ Wnt5a+ fibroblast,0,2,0
Merged_a5B1__M21,M21,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,4938,Stromal,Level 3 fraction within compartment,Wif1+ BMP-niche fibroblast,0,2,0
Merged_a5B1__M22,M22,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5532,Stromal,Level 3 fraction within compartment,Ackr4+ Pi16-like fibroblast,0,0,
Merged_a5B1__M22,M22,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5532,Stromal,Level 3 fraction within compartment,Apod+ Wnt5a+ trophic fibroblast,0,0,
Merged_a5B1__M22,M22,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5532,Stromal,Level 3 fraction within compartment,Ccl7+ Cxcl1+ inflammatory fibroblast,0,0,
Merged_a5B1__M22,M22,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5532,Stromal,Level 3 fraction within compartment,Clec3b+ Has1+ matrix fibroblast,0,0,
Merged_a5B1__M22,M22,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5532,Stromal,Level 3 fraction within compartment,Cxcl13+ fibroblast,0,0,
